Date,Grade,Caliper,Width,Tons,Plant
09-Jul-15,CRB,.018,30.625,1.03260083,Hamel
10-Jul-15,CRB,.018,30.625,1.03260083,Hamel
10-Jul-15,CRB,.018,30.625,1.03260083,Hamel
29-Jul-15,CRB,.018,30.625,1.680164063,Newton
29-Jul-15,CRB,.018,30.625,1.680164063,Newton
29-Jul-15,CRB,.018,30.625,1.680164063,Newton
29-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,1.680164063,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
05-Aug-15,CRB,.018,30.625,1.680164063,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,1.680164063,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
21-Jul-15,CRB,.018,30.625,0.840082031,Newton
21-Jul-15,CRB,.018,30.625,0.840082031,Newton
20-Jul-15,CRB,.018,30.625,0.840082031,Newton
20-Jul-15,CRB,.018,30.625,0.840082031,Newton
20-Jul-15,CRB,.018,30.625,0.840082031,Newton
20-Jul-15,CRB,.018,30.625,0.840082031,Newton
16-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
25-Jun-15,CRB,.018,30.625,1.03260083,Hamel
25-Jun-15,CRB,.018,30.625,1.03260083,Hamel
25-Jun-15,CRB,.018,30.625,1.03260083,Hamel
26-Jun-15,CRB,.018,30.625,2.06520166,Hamel
26-Jun-15,CRB,.018,30.625,1.03260083,Hamel
29-Jun-15,CRB,.018,30.625,1.03260083,Hamel
29-Jun-15,CRB,.018,30.625,2.06520166,Hamel
16-Jun-15,CRB,.018,30.625,1.03260083,Hamel
16-Jun-15,CRB,.018,30.625,2.06520166,Hamel
16-Jun-15,CRB,.018,30.625,1.03260083,Hamel
14-Jun-15,CRB,.018,30.625,1.03260083,Hamel
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
30-Jul-15,CRB,.018,30.625,0.840082031,Newton
06-Aug-15,CRB,.018,30.625,0.840082031,Newton
13-Jul-15,CRB,.018,30.625,0.840082031,Newton
05-Aug-15,CRB,.018,30.625,0.840082031,Newton
06-Aug-15,CRB,.018,30.625,0.840082031,Newton
06-Jul-15,CRB,.018,30.625,1.03260083,Hamel
06-Jul-15,CRB,.018,30.625,1.03260083,Hamel
07-Aug-15,CRB,.018,30.625,1.680164063,Newton
06-Jul-15,CRB,.018,30.625,1.03260083,Hamel
07-Aug-15,CRB,.018,30.625,1.680164063,Newton
06-Aug-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
05-Aug-15,CRB,.018,30.625,1.680164063,Newton
06-Jul-15,CRB,.018,30.625,1.03260083,Hamel
18-Sep-15,CRB,.018,30.625,1.680164063,Newton
16-Jul-15,CRB,.018,30.625,0.840082031,Newton
26-Aug-15,CRB,.018,30.625,0.840082031,Newton
27-Aug-15,CRB,.018,30.625,0.840082031,Newton
27-Aug-15,CRB,.018,30.625,0.840082031,Newton
01-Sep-15,CRB,.018,30.625,0.840082031,Newton
04-Sep-15,CRB,.018,30.625,1.680164063,Newton
04-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,1.680164063,Newton
14-Sep-15,CRB,.018,30.625,1.680164063,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
18-Sep-15,CRB,.018,30.625,1.680164063,Newton
20-Aug-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
18-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Sep-15,CRB,.018,30.625,1.680164063,Newton
18-Sep-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
24-Sep-15,CRB,.018,30.625,0.840082031,Newton
21-Sep-15,CRB,.018,30.625,0.840082031,Newton
18-Sep-15,CRB,.018,30.625,1.680164063,Newton
19-Aug-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
10-Aug-15,CRB,.018,30.625,1.680164063,Newton
01-Oct-15,CRB,.018,30.625,0.840082031,Newton
13-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jun-15,CRB,.018,30.625,0.840082031,Newton
23-Jun-15,CRB,.018,30.625,0.840082031,Newton
23-Jun-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,1.680164063,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
10-Aug-15,CRB,.018,30.625,0.840082031,Newton
10-Aug-15,CRB,.018,30.625,0.840082031,Newton
10-Aug-15,CRB,.018,30.625,0.840082031,Newton
20-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
18-Aug-15,CRB,.018,30.625,0.840082031,Newton
17-Aug-15,CRB,.018,30.625,0.840082031,Newton
17-Aug-15,CRB,.018,30.625,0.840082031,Newton
17-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
10-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
10-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
14-Jul-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
05-Nov-15,CRB,.018,30.625,2.06520166,Hamel
19-Nov-15,CRB,.018,30.625,2.06520166,Hamel
19-Nov-15,CRB,.018,30.625,1.03260083,Hamel
02-Nov-15,CRB,.018,30.625,1.03260083,Hamel
03-Dec-15,CRB,.018,30.625,1.03260083,Hamel
01-Dec-15,CRB,.018,30.625,2.06520166,Hamel
01-Dec-15,CRB,.018,30.625,1.03260083,Hamel
01-Dec-15,CRB,.018,30.625,2.06520166,Hamel
04-Dec-15,CRB,.018,30.625,1.03260083,Hamel
03-Nov-15,CRB,.018,30.625,1.03260083,Hamel
09-Nov-15,CRB,.018,30.625,1.03260083,Hamel
09-Nov-15,CRB,.018,30.625,1.03260083,Hamel
09-Nov-15,CRB,.018,30.625,1.03260083,Hamel
13-Nov-15,CRB,.018,30.625,1.03260083,Hamel
13-Nov-15,CRB,.018,30.625,1.03260083,Hamel
24-Nov-15,CRB,.018,30.625,1.03260083,Hamel
16-Nov-15,CRB,.018,30.625,1.03260083,Hamel
24-Sep-15,CRB,.018,30.625,1.680164063,Newton
02-Dec-15,CRB,.018,30.625,2.06520166,Hamel
25-Nov-15,CRB,.018,30.625,1.03260083,Hamel
02-Nov-15,CRB,.018,30.625,1.03260083,Hamel
02-Nov-15,CRB,.018,30.625,1.03260083,Hamel
12-Nov-15,CRB,.018,30.625,1.03260083,Hamel
30-Nov-15,CRB,.018,30.625,1.03260083,Hamel
04-Dec-15,CRB,.018,30.625,1.03260083,Hamel
25-Nov-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
10-Dec-15,CRB,.018,30.625,1.03260083,Hamel
11-Dec-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
15-Dec-15,CRB,.018,30.625,1.03260083,Hamel
17-Dec-15,CRB,.018,30.625,1.03260083,Hamel
24-Nov-15,CRB,.018,30.625,1.03260083,Hamel
11-Dec-15,CRB,.018,30.625,2.06520166,Hamel
04-Nov-15,CRB,.018,30.625,1.03260083,Hamel
10-Dec-15,CRB,.018,30.625,1.03260083,Hamel
10-Dec-15,CRB,.018,30.625,1.03260083,Hamel
11-Dec-15,CRB,.018,30.625,1.03260083,Hamel
11-Dec-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
16-Dec-15,CRB,.018,30.625,1.03260083,Hamel
16-Dec-15,CRB,.018,30.625,1.03260083,Hamel
28-Dec-15,CRB,.018,30.625,1.03260083,Hamel
23-Nov-15,CRB,.018,30.625,1.03260083,Hamel
03-Nov-15,CRB,.018,30.625,1.03260083,Hamel
29-Sep-15,CRB,.018,30.625,0.840082031,Newton
04-Nov-15,CRB,.018,30.625,1.03260083,Hamel
04-Nov-15,CRB,.018,30.625,1.03260083,Hamel
05-Nov-15,CRB,.018,30.625,1.03260083,Hamel
05-Nov-15,CRB,.018,30.625,1.03260083,Hamel
06-Nov-15,CRB,.018,30.625,1.03260083,Hamel
09-Nov-15,CRB,.018,30.625,1.03260083,Hamel
09-Nov-15,CRB,.018,30.625,1.03260083,Hamel
12-Nov-15,CRB,.018,30.625,1.03260083,Hamel
12-Nov-15,CRB,.018,30.625,1.03260083,Hamel
13-Nov-15,CRB,.018,30.625,1.03260083,Hamel
13-Nov-15,CRB,.018,30.625,1.03260083,Hamel
24-Nov-15,CRB,.018,30.625,1.03260083,Hamel
02-Nov-15,CRB,.018,30.625,1.03260083,Hamel
25-Sep-15,CRB,.018,30.625,1.680164063,Newton
04-Sep-15,CRB,.018,30.625,0.833081348,Newton
04-Sep-15,CRB,.018,30.625,0.840082031,Newton
04-Sep-15,CRB,.018,30.625,1.680164063,Newton
04-Sep-15,CRB,.018,30.625,0.840082031,Newton
08-Sep-15,CRB,.018,30.625,18.1716744,Newton
08-Sep-15,CRB,.018,30.625,0.840082031,Newton
09-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Sep-15,CRB,.018,30.625,1.680164063,Newton
18-Sep-15,CRB,.018,30.625,0.840082031,Newton
10-Dec-15,CRB,.018,30.625,2.06520166,Hamel
21-Sep-15,CRB,.018,30.625,0.840082031,Newton
01-Oct-15,CRB,.018,30.625,1.680164063,Newton
25-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,2.520246094,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,1.487645264,Newton
26-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
24-Nov-15,CRB,.018,30.625,1.03260083,Hamel
18-Sep-15,CRB,.018,30.625,1.680164063,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
12-Oct-15,CRB,.018,30.625,0.840082031,Newton
13-Oct-15,CRB,.018,30.625,1.680164063,Newton
14-Oct-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,0.840082031,Newton
12-Oct-15,CRB,.018,30.625,0.840082031,Newton
15-Oct-15,CRB,.018,30.625,0.840082031,Newton
22-Oct-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
22-Oct-15,CRB,.018,30.625,0.840082031,Newton
29-Oct-15,CRB,.018,30.625,1.680164063,Newton
29-Oct-15,CRB,.018,30.625,0.840082031,Newton
29-Oct-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,1.680164063,Newton
30-Nov-15,CRB,.018,30.625,2.06520166,Hamel
29-Oct-15,CRB,.018,30.625,1.680164063,Newton
12-Oct-15,CRB,.018,30.625,0.840082031,Newton
24-Nov-15,CRB,.018,30.625,1.03260083,Hamel
25-Nov-15,CRB,.018,30.625,1.03260083,Hamel
01-Dec-15,CRB,.018,30.625,1.03260083,Hamel
01-Dec-15,CRB,.018,30.625,2.06520166,Hamel
01-Dec-15,CRB,.018,30.625,2.06520166,Hamel
01-Dec-15,CRB,.018,30.625,2.06520166,Hamel
01-Oct-15,CRB,.018,30.625,0.840082031,Newton
01-Dec-15,CRB,.018,30.625,1.03260083,Hamel
02-Dec-15,CRB,.018,30.625,2.06520166,Hamel
04-Dec-15,CRB,.018,30.625,1.03260083,Hamel
07-Dec-15,CRB,.018,30.625,2.06520166,Hamel
01-Oct-15,CRB,.018,30.625,0.840082031,Newton
01-Dec-15,CRB,.018,30.625,2.06520166,Hamel
08-Oct-15,CRB,.018,30.625,1.680164063,Newton
14-Sep-15,CRB,.018,30.625,1.680164063,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Aug-15,CRB,.018,30.625,0.399038965,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Jun-15,CRB,.018,30.625,0.840082031,Hamel
12-Jun-15,CRB,.018,30.625,1.03260083,Hamel
12-Jun-15,CRB,.018,30.625,2.06520166,Hamel
11-Jun-15,CRB,.018,30.625,1.03260083,Hamel
11-Jun-15,CRB,.018,30.625,1.03260083,Hamel
03-Jun-15,CRB,.018,30.625,1.03260083,Hamel
01-Jun-15,CRB,.018,30.625,1.03260083,Hamel
31-May-15,CRB,.018,30.625,1.03260083,Hamel
01-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Aug-15,CRB,.018,30.625,0.593657969,Newton
14-Sep-15,CRB,.018,30.625,1.680164063,Newton
27-Aug-15,CRB,.018,30.625,0.840082031,Newton
27-Aug-15,CRB,.018,30.625,0.840082031,Newton
27-Aug-15,CRB,.018,30.625,0.840082031,Newton
27-Aug-15,CRB,.018,30.625,0.840082031,Newton
27-Aug-15,CRB,.018,30.625,0.840082031,Newton
27-Aug-15,CRB,.018,30.625,0.749773213,Newton
28-Aug-15,CRB,.018,30.625,0.840082031,Newton
01-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Oct-15,CRB,.018,30.625,0.840082031,Newton
01-Sep-15,CRB,.018,30.625,0.840082031,Newton
29-Oct-15,CRB,.018,30.625,1.680164063,Newton
02-Sep-15,CRB,.018,30.625,0.840082031,Newton
31-May-15,CRB,.018,30.625,1.03260083,Hamel
26-Aug-15,CRB,.018,30.625,0.840082031,Newton
24-Aug-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
18-Aug-15,CRB,.018,30.625,0.840082031,Newton
18-Aug-15,CRB,.018,30.625,1.680164063,Newton
18-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,0.840082031,Newton
22-Oct-15,CRB,.018,30.625,0.840082031,Newton
26-Aug-15,CRB,.018,30.625,0.840082031,Newton
01-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Aug-15,CRB,.018,30.625,0.840082031,Newton
26-Aug-15,CRB,.018,30.625,1.680164063,Newton
27-Aug-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
29-Oct-15,CRB,.018,30.625,0.840082031,Newton
24-Aug-15,CRB,.018,30.625,0.840082031,Newton
02-Sep-15,CRB,.018,30.625,0.840082031,Newton
02-Sep-15,CRB,.018,30.625,0.840082031,Newton
02-Sep-15,CRB,.018,30.625,0.555504243,Newton
08-Sep-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
12-Oct-15,CRB,.018,30.625,1.680164063,Newton
22-Oct-15,CRB,.018,30.625,0.840082031,Newton
29-Oct-15,CRB,.018,30.625,0.840082031,Newton
29-Oct-15,CRB,.018,30.625,1.680164063,Newton
20-Aug-15,CRB,.018,30.625,1.680164063,Newton
20-Aug-15,CRB,.018,30.625,0.840082031,Newton
22-Oct-15,CRB,.018,30.625,1.680164063,Newton
22-Oct-15,CRB,.018,30.625,1.680164063,Newton
09-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Oct-15,CRB,.018,30.625,0.840082031,Newton
12-Oct-15,CRB,.018,30.625,0.805078613,Newton
12-Oct-15,CRB,.018,30.625,1.680164063,Newton
12-Oct-15,CRB,.018,30.625,0.840082031,Newton
12-Oct-15,CRB,.018,30.625,1.680164063,Newton
14-Oct-15,CRB,.018,30.625,1.680164063,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,1.680164063,Newton
15-Oct-15,CRB,.018,30.625,1.477144238,Newton
09-Oct-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
21-Oct-15,CRB,.018,30.625,0.840082031,Newton
22-Oct-15,CRB,.018,30.625,1.680164063,Newton
22-Oct-15,CRB,.018,30.625,1.680164063,Newton
09-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,1.680164063,Newton
28-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Oct-15,CRB,.018,30.625,0.378036914,Newton
09-Oct-15,CRB,.018,30.625,0.840082031,Newton
07-Oct-15,CRB,.018,30.625,0.840082031,Newton
07-Oct-15,CRB,.018,30.625,0.840082031,Newton
27-Aug-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
01-Oct-15,CRB,.018,30.625,0.840082031,Newton
10-Aug-15,CRB,.018,30.625,0.840082031,Newton
01-Oct-15,CRB,.018,30.625,0.840082031,Newton
07-Aug-15,CRB,.018,30.625,1.680164063,Newton
07-Aug-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
01-Sep-15,CRB,.018,30.625,1.680164063,Newton
02-Oct-15,CRB,.018,30.625,0.840082031,Newton
13-Oct-15,CRB,.018,30.625,0.840082031,Newton
12-Aug-15,CRB,.018,30.625,0.840082031,Newton
04-Dec-15,CRB,.018,30.625,2.06520166,Hamel
03-Dec-15,CRB,.018,30.625,2.06520166,Hamel
03-Dec-15,CRB,.018,30.625,1.03260083,Hamel
02-Nov-15,CRB,.018,30.625,1.03260083,Hamel
01-Dec-15,CRB,.018,30.625,2.06520166,Hamel
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
04-Nov-15,CRB,.018,30.625,1.03260083,Hamel
01-Dec-15,CRB,.018,30.625,1.03260083,Hamel
15-Jun-15,CRB,.018,30.625,1.03260083,Hamel
30-Nov-15,CRB,.018,30.625,1.03260083,Hamel
04-Nov-15,CRB,.018,30.625,1.03260083,Hamel
24-Nov-15,CRB,.018,30.625,1.03260083,Hamel
24-Nov-15,CRB,.018,30.625,1.03260083,Hamel
13-Nov-15,CRB,.018,30.625,1.03260083,Hamel
13-Nov-15,CRB,.018,30.625,0.446643613,Hamel
12-Nov-15,CRB,.018,30.625,1.03260083,Hamel
16-Jun-15,CRB,.018,30.625,2.06520166,Hamel
09-Nov-15,CRB,.018,30.625,1.03260083,Hamel
05-Nov-15,CRB,.018,30.625,1.03260083,Hamel
30-Nov-15,CRB,.018,30.625,2.06520166,Hamel
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
09-Sep-15,CRB,.018,30.625,0.840082031,Newton
09-Sep-15,CRB,.018,30.625,1.680164063,Newton
09-Sep-15,CRB,.018,30.625,0.840082031,Newton
08-Sep-15,CRB,.018,30.625,1.680164063,Newton
04-Sep-15,CRB,.018,30.625,0.840082031,Newton
04-Sep-15,CRB,.018,30.625,0.840082031,Newton
04-Sep-15,CRB,.018,30.625,0.840082031,Newton
30-Jul-15,CRB,.018,30.625,0.840082031,Newton
29-Jul-15,CRB,.018,30.625,0.840082031,Newton
01-Oct-15,CRB,.018,30.625,0.822580322,Newton
29-Jul-15,CRB,.018,30.625,1.680164063,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
01-Oct-15,CRB,.018,30.625,0.840082031,Newton
02-Oct-15,CRB,.018,30.625,0.840082031,Newton
07-Oct-15,CRB,.018,30.625,1.680164063,Newton
12-Oct-15,CRB,.018,30.625,0.840082031,Newton
14-Oct-15,CRB,.018,30.625,0.840082031,Newton
15-Oct-15,CRB,.018,30.625,0.840082031,Newton
15-Oct-15,CRB,.018,30.625,0.840082031,Newton
23-Jul-15,CRB,.018,30.625,0.840082031,Newton
29-Jul-15,CRB,.018,30.625,0.840082031,Newton
06-Aug-15,CRB,.018,30.625,0.840082031,Newton
29-Sep-15,CRB,.018,30.625,0.840082031,Newton
29-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,1.680164063,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,1.680164063,Newton
06-Aug-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
06-Aug-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
21-Sep-15,CRB,.018,30.625,0.37103623,Newton
18-Sep-15,CRB,.018,30.625,1.680164063,Newton
05-Aug-15,CRB,.018,30.625,0.840082031,Newton
15-Sep-15,CRB,.018,30.625,1.680164063,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Sep-15,CRB,.018,30.625,1.680164063,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
22-Jul-15,CRB,.018,30.625,0.840082031,Newton
24-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
22-Jul-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,1.680164063,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
18-Sep-15,CRB,.018,30.625,0.840082031,Newton
18-Sep-15,CRB,.018,30.625,1.680164063,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
18-Sep-15,CRB,.018,30.625,1.680164063,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
15-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Sep-15,CRB,.018,30.625,0.840082031,Newton
09-Sep-15,CRB,.018,30.625,0.840082031,Newton
09-Sep-15,CRB,.018,30.625,0.840082031,Newton
04-Sep-15,CRB,.018,30.625,0.840082031,Newton
18-Sep-15,CRB,.018,30.625,1.680164063,Newton
13-Jul-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
21-Jul-15,CRB,.018,30.625,0.840082031,Newton
21-Jul-15,CRB,.018,30.625,0.840082031,Newton
21-Jul-15,CRB,.018,30.625,0.840082031,Newton
20-Jul-15,CRB,.018,30.625,0.840082031,Newton
20-Jul-15,CRB,.018,30.625,0.840082031,Newton
20-Jul-15,CRB,.018,30.625,0.840082031,Newton
20-Jul-15,CRB,.018,30.625,0.840082031,Newton
16-Jul-15,CRB,.018,30.625,0.304529736,Newton
14-Jul-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Jul-15,CRB,.018,30.625,0.840082031,Newton
22-Jul-15,CRB,.018,30.625,0.840082031,Newton
13-Jul-15,CRB,.018,30.625,0.840082031,Newton
13-Jul-15,CRB,.018,30.625,0.840082031,Newton
13-Jul-15,CRB,.018,30.625,0.840082031,Newton
13-Jul-15,CRB,.018,30.625,1.680164063,Newton
13-Jul-15,CRB,.018,30.625,0.840082031,Newton
13-Jul-15,CRB,.018,30.625,0.840082031,Newton
29-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,1.680164063,Newton
14-Jul-15,CRB,.018,30.625,0.840082031,Newton
24-Sep-15,CRB,.018,30.625,1.680164063,Newton
30-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,0.840082031,Newton
26-Sep-15,CRB,.018,30.625,1.680164063,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
25-Sep-15,CRB,.018,30.625,0.840082031,Newton
14-Dec-15,CRB,.018,30.625,1.03260083,Hamel
10-Dec-15,CRB,.018,30.625,1.03260083,Hamel
