Date,Grade,Caliper,Width,Tons,Plant,Mill
8/7/2015,NB SIZE,16-0,32.625,20.0195,"GPI-STONE MOUNTAIN,GA",Battle Creek
8/7/2015,NB SIZE,16-0,33.3125,23.4295,"GPI-STONE MOUNTAIN,GA",Battle Creek
8/7/2015,NB USB,18-0,18.75,3.616,"GPI-MARION,OH",Battle Creek
8/8/2015,NB,16-0,28.0625,21.23,"GPI-IRVINE,CA",Santa Clara
8/8/2015,NB,18-0,18.4375,7.9575,"GPI-IRVINE,CA",Santa Clara
8/8/2015,NB,18-0,23.375,17.5275,"GPI-IRVINE,CA",Santa Clara
8/8/2015,NB,18-0,34.25,6.4675,"GPI-IRVINE,CA",Santa Clara
8/8/2015,NB,18-0,35.5,12.511,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/8/2015,NB,18-0,38.25,33.875,"GPI-IRVINE,CA",Santa Clara
8/8/2015,NB,18-0,50.875,19.901,"GPI-PACIFIC,MO",Middletown
8/8/2015,NB,18-0,68.5,26.7945,"GPI-PACIFIC,MO",Middletown
8/8/2015,NB,19-0,24.5625,10.8755,"GPI-KENDALLVILLE,IN",Middletown
8/8/2015,NB,19-0,26.0625,11.5395,"GPI-KENDALLVILLE,IN",Middletown
8/8/2015,NB,19-0,31.75,28.116,"GPI-CENTRALIA,IL",Middletown
8/8/2015,NB,20-0,29.3125,47.646,"GPI-KALAMAZOO,MI",Kalamazoo
8/8/2015,NB,20-0,29.5,139.0345,"GPI-KENDALLVILLE,IN",Middletown
8/8/2015,NB,20-0,30,10.027,"GPI-KENDALLVILLE,IN",Middletown
8/8/2015,NB,20-0,30.75,55.6645,"GPI-KENDALLVILLE,IN",Kalamazoo
8/8/2015,NB,20-0,31.4375,49.9695,"GPI-MITCHELL,SD",Kalamazoo
8/8/2015,NB,20-0,31.8125,43.544,"GPI-KENDALLVILLE,IN",Kalamazoo
8/8/2015,NB,20-0,34,44.595,"GPI-OROVILLE,CA",Santa Clara
8/8/2015,NB,20-0,37.8125,30.3525,"GPI-IRVINE,CA",Santa Clara
8/8/2015,NB,20-0,37.8125,174.852,"GPI-PACIFIC,MO",Middletown
8/8/2015,NB,20-0,41.0625,41.6645,"GPI-KALAMAZOO,MI",Kalamazoo
8/8/2015,NB,20-0,42.9375,9.5445,"GPI-PACIFIC,MO",Middletown
8/8/2015,NB,20-0,46.375,10.2345,"GPI-CHARLOTTE,NC",Kalamazoo
8/8/2015,NB,20-0,49,8.18,"GPI-CHARLOTTE,NC",Middletown
8/8/2015,NB,20-0,49,2.7115,"GPI-PACIFIC,MO",Middletown
8/8/2015,NB,20-0,61,26.924,"GPI-PACIFIC,MO",Middletown
8/8/2015,NB,21-0,29,85.677,"GPI-KALAMAZOO,MI",Kalamazoo
8/8/2015,NB,21-0,39.1875,100.0765,"GPI-KALAMAZOO,MI",Kalamazoo
8/8/2015,NB,21-0,42.375,153.622,"GPI-KALAMAZOO,MI",Kalamazoo
8/8/2015,NB,22-0,27.5,1.526,"GPI-GORDONSVILLE,TN",Kalamazoo
8/8/2015,NB,22-0,28.8125,59.0575,"GPI-KENDALLVILLE,IN",Kalamazoo
8/8/2015,NB,22-0,33,101.569,GPI-COBOURG,Kalamazoo
8/8/2015,NB,22-0,34.375,20.0375,"GPI-OAKS,PA",Battle Creek
8/8/2015,NB,22-0,35.1875,179.447,"GPI-KALAMAZOO,MI",Kalamazoo
8/8/2015,NB,22-0,36.375,58.1865,"GPI-MITCHELL,SD",Kalamazoo
8/8/2015,NB,22-0,36.375,8.2165,"GPI-PACIFIC,MO",Kalamazoo
8/8/2015,NB,22-0,38.125,34.392,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/8/2015,NB,22-0,39.0625,17.619,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/8/2015,NB,22-0,41.3125,29.478,"GPI-OAKS,PA",Battle Creek
8/8/2015,NB,22-0,42.8125,18.802,"GPI-FORT SMITH,AR",Kalamazoo
8/8/2015,NB,22-0,43,21.0505,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/8/2015,NB,22-0,55.6875,3.09,"GPI-FORT SMITH,AR",Kalamazoo
8/8/2015,NB,24-0,33.0625,81.168,"GPI-KALAMAZOO,MI",Kalamazoo
8/8/2015,NB,24-0,34.375,53.5055,"GPI-KALAMAZOO,MI",Kalamazoo
8/8/2015,NB,24-0,34.6875,21.1805,"GPI-KALAMAZOO,MI",Kalamazoo
8/8/2015,NB,24-1,39.875,15.995,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/8/2015,NB,24-0,40.625,2.242,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/8/2015,NB,24-0,40.625,6.7485,"GPI-STONE MOUNTAIN,GA",Kalamazoo
8/8/2015,NB,24-1,49.25,8.1055,"GPI-LUMBERTON,NC",Battle Creek
8/8/2015,NB,24-1,49.375,43.4485,"GPI-TUSCALOOSA,AL",Battle Creek
8/8/2015,NB,24-1,52.875,11.436,"GPI-LUMBERTON,NC",Battle Creek
8/8/2015,NB,24-1,53.75,13.747,"GPI-TUSCALOOSA,AL",Battle Creek
8/8/2015,NB,26-1,37.75,21.415,"GPI-MITCHELL,SD",Kalamazoo
8/8/2015,NB,26-1,40.75,2.305,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/8/2015,NB,26-1,42.5,7.22,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/8/2015,NB SIZE,24-1,37,4.2515,"GPI-MISSISSAUGA,ON",Battle Creek
8/8/2015,NB USB,18-0,18.75,55.5595,"GPI-MARION,OH",Battle Creek
8/9/2015,KB SIZE,16-0,30.4375,6.275,"GPI-VANCOUVER,WA",Santa Clara
8/9/2015,KB SIZE,16-0,41,9.725,"GPI-GRESHAM,OR",Santa Clara
8/9/2015,KB SIZE,16-0,45.25,5.37,"GPI-GRESHAM,OR",Santa Clara
8/9/2015,KB SIZE,18-1,31.625,51.3675,"GPI-VANCOUVER,WA",Santa Clara
8/9/2015,KB SIZE,18-1,32.125,20.4575,"GPI-VANCOUVER,WA",Santa Clara
8/9/2015,KB SIZE,18-1,38.75,26.8675,"GPI-GRESHAM,OR",Santa Clara
8/9/2015,KB SIZE,18-1,39.5,17.0225,"GPI-GRESHAM,OR",Santa Clara
8/9/2015,KB SIZE,18-1,39.5,22.2025,"GPI-VANCOUVER,WA",Santa Clara
8/9/2015,KB SIZE,18-1,42.875,15.97,"GPI-GRESHAM,OR",Santa Clara
8/9/2015,KB SIZE,18-1,44.375,15.1625,"GPI-GRESHAM,OR",Santa Clara
8/9/2015,KB SIZE,18-1,52.25,95.5975,"GPI-VANCOUVER,WA",Santa Clara
8/9/2015,KB SIZE,20-0,23.875,32.295,"GPI-IRVINE,CA",Santa Clara
8/9/2015,KB WSSZ,19-0,29.5625,10.335,"GPI-OROVILLE,CA",Santa Clara
8/9/2015,KB WSSZ,19-0,35.25,6.16,"GPI-OROVILLE,CA",Santa Clara
8/9/2015,KB WSSZ,19-0,39.375,6.85,"GPI-OROVILLE,CA",Santa Clara
8/9/2015,NB,18-0,28.75,54.6015,"GPI-GORDONSVILLE,TN",Middletown
8/9/2015,NB,18-0,34.125,125.6485,"GPI-CAROL STREAM,IL",Middletown
8/9/2015,NB,18-0,43.875,2.597,"GPI-CHARLOTTE,NC",Middletown
8/9/2015,NB,18-0,43.875,12.878,"GPI-ELK GROVE VILLAGE,IL",Middletown
8/9/2015,NB,18-0,49.875,81.8995,"GPI-PACIFIC,MO",Middletown
8/9/2015,NB,18-0,50.375,49.145,"GPI-STONE MOUNTAIN,GA",Middletown
8/9/2015,NB,18-0,58.25,31.81,"GPI-CAROL STREAM,IL",Middletown
8/9/2015,NB,18-0,68.5,100.523,"GPI-PACIFIC,MO",Middletown
8/9/2015,NB,20-0,29.3125,70.1545,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,20-0,30.125,1.714,"GPI-KENDALLVILLE,IN",Kalamazoo
8/9/2015,NB,20-0,30.3125,87.024,"GPI-KENDALLVILLE,IN",Kalamazoo
8/9/2015,NB,20-0,30.375,1.7285,"GPI-CHARLOTTE,NC",Kalamazoo
8/9/2015,NB,20-0,30.5,1.739,"GPI-CHARLOTTE,NC",Kalamazoo
8/9/2015,NB,20-0,30.75,46.3145,"GPI-KENDALLVILLE,IN",Kalamazoo
8/9/2015,NB,20-0,31.1875,24.542,GPI-COBOURG,Kalamazoo
8/9/2015,NB,20-0,34.8125,33.3965,"GPI-CAROL STREAM,IL",Kalamazoo
8/9/2015,NB,20-0,38.625,51.667,"GPI-LUMBERTON,NC",Kalamazoo
8/9/2015,NB,20-0,40.3125,15.897,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,20-0,40.5,57.875,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,20-0,40.75,67.065,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,20-0,42,16.527,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,20-0,55.3125,6.308,"GPI-MENASHA,WI",Kalamazoo
8/9/2015,NB,21-0,39.1875,77.477,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,21-0,42.375,414.523,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,22-0,21.625,4.787,"GPI-OAKS,PA",Battle Creek
8/9/2015,NB,22-0,25.375,2.277,"GPI-OAKS,PA",Battle Creek
8/9/2015,NB,22-0,28.125,153.43,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,22-0,29,12.1195,"GPI-KENDALLVILLE,IN",Battle Creek
8/9/2015,NB,22-0,29.5,100.362,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,22-0,30.75,41.7285,"GPI-KALAMAZOO,MI",Kalamazoo
8/9/2015,NB,22-0,32.4375,16.383,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/9/2015,NB,22-0,34.375,48.754,"GPI-OAKS,PA",Battle Creek
8/9/2015,NB,22-0,37.125,4.193,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/9/2015,NB,22-0,38.125,12.926,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/9/2015,NB,22-0,39.0625,8.8285,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/9/2015,NB,22-0,39.75,37.6885,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/9/2015,NB,22-0,41.3125,90.7645,"GPI-OAKS,PA",Battle Creek
8/9/2015,NB,22-0,43,34.657,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/9/2015,NB,24-1,33.4375,3.2195,"GPI-CENTRALIA,IL",Battle Creek
8/9/2015,NB,24-1,52.875,5.0855,"GPI-LUMBERTON,NC",Battle Creek
8/10/2015,KB SIZE,22-1,34.625,64.255,"GPI-OROVILLE,CA",Santa Clara
8/10/2015,KB WSSZ,19-0,29.5625,18.4275,"GPI-OROVILLE,CA",Santa Clara
8/10/2015,KB WSSZ,19-0,35.25,46.3375,"GPI-OROVILLE,CA",Santa Clara
8/10/2015,KB WSSZ,19-0,36.5,75.52,"GPI-OROVILLE,CA",Santa Clara
8/10/2015,KB WSSZ,19-0,39.375,89.495,"GPI-OROVILLE,CA",Santa Clara
8/10/2015,KB WSSZ,22-1,33.75,31.815,"GPI-OROVILLE,CA",Santa Clara
8/10/2015,KB WSSZ,22-1,37.25,18.58,"GPI-OROVILLE,CA",Santa Clara
8/10/2015,NB,18-0,28.75,14.967,"GPI-GORDONSVILLE,TN",Middletown
8/10/2015,NB,18-0,29.75,1.647,"GPI-GORDONSVILLE,TN",Kalamazoo
8/10/2015,NB,18-0,30,60.0745,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,18-0,30.5,62.636,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,18-0,32.125,1.8945,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/10/2015,NB,18-0,34.125,5.9205,"GPI-CAROL STREAM,IL",Middletown
8/10/2015,NB,18-0,35.25,19.893,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,18-0,39.625,108.863,"GPI-CENTRALIA,IL",Kalamazoo
8/10/2015,NB,18-0,39.625,11.6275,"GPI-MITCHELL,SD",Kalamazoo
8/10/2015,NB,18-0,40.4375,13.5375,"GPI-CAROL STREAM,IL",Kalamazoo
8/10/2015,NB,18-0,40.9375,2.1855,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,18-0,41.0625,31.8495,"GPI-FORT SMITH,AR",Kalamazoo
8/10/2015,NB,18-0,42.25,22.143,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,18-0,62.0625,16.773,"GPI-MENASHA,WI",Kalamazoo
8/10/2015,NB,18-0,64,6.8195,"GPI-LUMBERTON,NC",Kalamazoo
8/10/2015,NB,20-0,27.375,9.4755,"GPI-KENDALLVILLE,IN",Kalamazoo
8/10/2015,NB,20-0,29.3125,31.1815,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,20-0,30.125,62.387,"GPI-KENDALLVILLE,IN",Kalamazoo
8/10/2015,NB,20-0,30.75,61.727,"GPI-KENDALLVILLE,IN",Kalamazoo
8/10/2015,NB,20-0,31.1875,28.684,GPI-COBOURG,Kalamazoo
8/10/2015,NB,20-0,31.4375,11.694,"GPI-CHARLOTTE,NC",Kalamazoo
8/10/2015,NB,20-0,31.4375,39.623,"GPI-MITCHELL,SD",Kalamazoo
8/10/2015,NB,20-0,37.5,70.8715,"GPI-KALAMAZOO,MI",Battle Creek
8/10/2015,NB,20-0,39.75,6.638,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/10/2015,NB,20-0,40.3125,4.524,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,20-0,40.5,153.056,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,20-0,40.75,14.667,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,20-0,41.1875,38.3255,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,20-0,42,6.9735,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,22-0,25.375,4.079,"GPI-OAKS,PA",Battle Creek
8/10/2015,NB,22-0,28.125,2.979,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,22-0,29,67.583,"GPI-KENDALLVILLE,IN",Battle Creek
8/10/2015,NB,22-0,29.5,1.5625,"GPI-KALAMAZOO,MI",Kalamazoo
8/10/2015,NB,22-0,37.125,266.956,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/10/2015,NB,22-0,57.375,22.4065,"GPI-TUSCALOOSA,AL",Battle Creek
8/11/2015,KB SIZE,22-1,33.625,66.39,"GPI-IRVINE,CA",Santa Clara
8/11/2015,KB SIZE,22-1,34.625,23.095,"GPI-OROVILLE,CA",Santa Clara
8/11/2015,KB SIZE,22-1,40.125,70.39,"GPI-IRVINE,CA",Santa Clara
8/11/2015,KB SIZE,22-1,59.25,30.465,"GPI-IRVINE,CA",Santa Clara
8/11/2015,KB SIZE,24-0,31.25,34.405,"GPI-IRVINE,CA",Santa Clara
8/11/2015,KB SIZE,24-0,33.25,36.575,"GPI-IRVINE,CA",Santa Clara
8/11/2015,KB SIZE,24-0,33.5,20.3525,"GPI-IRVINE,CA",Santa Clara
8/11/2015,KB SIZE,24-1,34.0625,10.7275,"GPI-GRESHAM,OR",Santa Clara
8/11/2015,KB SIZE,24-0,34.3125,35.3475,"GPI-IRVINE,CA",Santa Clara
8/11/2015,KB SIZE,24-1,39.75,10.865,"GPI-GRESHAM,OR",Santa Clara
8/11/2015,NB,16-0,29.3125,53.114,"GPI-STONE MOUNTAIN,GA",Middletown
8/11/2015,NB,16-0,37.625,17.592,"GPI-STONE MOUNTAIN,GA",Middletown
8/11/2015,NB,16-0,39.5,18.212,"GPI-ELK GROVE VILLAGE,IL",Middletown
8/11/2015,NB,16-0,39.8125,103.7225,"GPI-CAROL STREAM,IL",Middletown
8/11/2015,NB,16-0,44,20.55,"GPI-ELK GROVE VILLAGE,IL",Middletown
8/11/2015,NB,18-0,29.5,40.582,"GPI-KENDALLVILLE,IN",Middletown
8/11/2015,NB,18-0,30,12.4025,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,18-0,30.5,103.697,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,18-0,30.6875,14.8285,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/11/2015,NB,18-0,32.125,10.422,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/11/2015,NB,18-0,34.1875,20.1475,"GPI-CENTRALIA,IL",Kalamazoo
8/11/2015,NB,18-0,34.4375,20.234,"GPI-CHARLOTTE,NC",Kalamazoo
8/11/2015,NB,18-0,35.25,42.722,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,18-0,38.75,18.187,"GPI-MENASHA,WI",Kalamazoo
8/11/2015,NB,18-0,39.625,54.526,"GPI-CENTRALIA,IL",Kalamazoo
8/11/2015,NB,18-0,39.625,7.0545,"GPI-MITCHELL,SD",Kalamazoo
8/11/2015,NB,18-0,39.625,9.0705,"GPI-PACIFIC,MO",Middletown
8/11/2015,NB,18-0,40.4375,29.313,"GPI-CAROL STREAM,IL",Kalamazoo
8/11/2015,NB,18-0,40.9375,119.978,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,18-0,41.75,19.08,"GPI-CAROL STREAM,IL",Middletown
8/11/2015,NB,18-0,62.0625,20.135,"GPI-MENASHA,WI",Kalamazoo
8/11/2015,NB,18-0,64,101.946,"GPI-LUMBERTON,NC",Kalamazoo
8/11/2015,NB,20-0,25.9375,4.484,"GPI-KENDALLVILLE,IN",Kalamazoo
8/11/2015,NB,20-0,25.9375,1.4945,"GPI-OAKS,PA",Kalamazoo
8/11/2015,NB,20-0,26.1875,6.0355,"GPI-CHARLOTTE,NC",Kalamazoo
8/11/2015,NB,20-0,27.375,15.326,"GPI-KENDALLVILLE,IN",Kalamazoo
8/11/2015,NB,20-0,28,9.699,"GPI-KENDALLVILLE,IN",Kalamazoo
8/11/2015,NB,20-0,29.3125,30.894,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,20-0,29.75,23.6645,"GPI-KENDALLVILLE,IN",Kalamazoo
8/11/2015,NB,20-0,30.125,10.414,"GPI-KENDALLVILLE,IN",Kalamazoo
8/11/2015,NB,20-0,30.3125,31.8755,"GPI-KENDALLVILLE,IN",Kalamazoo
8/11/2015,NB,20-0,31.8125,36.74,"GPI-KENDALLVILLE,IN",Kalamazoo
8/11/2015,NB,20-0,34.6875,96.4695,"GPI-CENTRALIA,IL",Kalamazoo
8/11/2015,NB,20-0,35.3125,2.0035,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/11/2015,NB,20-0,37.5,105.6835,"GPI-KALAMAZOO,MI",Battle Creek
8/11/2015,NB,20-0,38.625,2.2525,"GPI-CHARLOTTE,NC",Kalamazoo
8/11/2015,NB,20-0,38.625,49.703,"GPI-LUMBERTON,NC",Kalamazoo
8/11/2015,NB,20-0,40.5,68.3635,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,20-0,41.1875,26.4175,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,20-0,42,12.154,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,20-0,51.5,14.7065,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/11/2015,NB,20-0,55.3125,27.782,"GPI-MENASHA,WI",Kalamazoo
8/11/2015,NB,22-0,35.4375,5.9985,"GPI-CAROL STREAM,IL",Kalamazoo
8/11/2015,NB,22-0,37.125,50.55,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/11/2015,NB,22-0,49.25,5.5415,"GPI-MENASHA,WI",Kalamazoo
8/11/2015,NB,24-0,30.125,1.6925,"GPI-CHARLOTTE,NC",Kalamazoo
8/11/2015,NB,24-0,33.0625,62.5575,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,24-0,34.6875,52.143,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,24-0,35.4375,61.3025,"GPI-KALAMAZOO,MI",Kalamazoo
8/11/2015,NB,24-0,49.25,24.7525,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/12/2015,KB,34-1,31.6875,12.9625,"GPI-TUSCALOOSA,AL",Santa Clara
8/12/2015,KB SIZE,26-1,36.25,8.4275,"GPI-GRESHAM,OR",Santa Clara
8/12/2015,KB SIZE,26-1,39.3125,5.2375,"GPI-GRESHAM,OR",Santa Clara
8/12/2015,KB SIZE,28-1,30.8125,29.2025,"GPI-OROVILLE,CA",Santa Clara
8/12/2015,NB,16-0,25.25,1.4435,"GPI-MITCHELL,SD",Battle Creek
8/12/2015,NB,16-0,33.875,3.5425,"GPI-CAROL STREAM,IL",Middletown
8/12/2015,NB,16-0,37.625,24.98,"GPI-STONE MOUNTAIN,GA",Middletown
8/12/2015,NB,16-0,39.8125,121.1625,"GPI-CAROL STREAM,IL",Middletown
8/12/2015,NB,16-0,44,5.1255,"GPI-ELK GROVE VILLAGE,IL",Middletown
8/12/2015,NB,16-0,49.125,5.1365,"GPI-STONE MOUNTAIN,GA",Middletown
8/12/2015,NB,16-0,61,39.382,"GPI-TUSCALOOSA,AL",Battle Creek
8/12/2015,NB,18-0,25.0625,29.953,"GPI-OAKS,PA",Kalamazoo
8/12/2015,NB,18-0,30.5,1.612,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,18-0,34.1875,82.285,"GPI-CENTRALIA,IL",Kalamazoo
8/12/2015,NB,18-0,35.25,45.4775,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,18-0,37.5,60.969,"GPI-KALAMAZOO,MI",Battle Creek
8/12/2015,NB,18-0,38.75,20.1975,"GPI-MENASHA,WI",Kalamazoo
8/12/2015,NB,18-0,39.625,103.12,"GPI-CENTRALIA,IL",Kalamazoo
8/12/2015,NB,18-0,39.625,4.206,"GPI-MITCHELL,SD",Kalamazoo
8/12/2015,NB,18-0,64,70.6205,"GPI-LUMBERTON,NC",Kalamazoo
8/12/2015,NB,20-0,25.9375,14.037,"GPI-KENDALLVILLE,IN",Kalamazoo
8/12/2015,NB,20-0,27.375,6.1445,"GPI-KENDALLVILLE,IN",Kalamazoo
8/12/2015,NB,20-0,28,18.676,"GPI-KENDALLVILLE,IN",Kalamazoo
8/12/2015,NB,20-0,29.3125,47.393,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,20-0,29.75,10.1415,"GPI-KENDALLVILLE,IN",Kalamazoo
8/12/2015,NB,20-0,30.125,52.3095,"GPI-KENDALLVILLE,IN",Kalamazoo
8/12/2015,NB,20-0,30.3125,54.4645,"GPI-KENDALLVILLE,IN",Kalamazoo
8/12/2015,NB,20-0,30.75,17.8265,"GPI-KENDALLVILLE,IN",Kalamazoo
8/12/2015,NB,20-0,31.4375,1.5455,"GPI-CHARLOTTE,NC",Kalamazoo
8/12/2015,NB,20-0,31.4375,41.774,"GPI-MITCHELL,SD",Kalamazoo
8/12/2015,NB,20-0,34.6875,95.596,"GPI-CENTRALIA,IL",Kalamazoo
8/12/2015,NB,20-0,40.5,54.021,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,20-0,40.75,126.742,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,20-0,41.1875,4.794,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,20-0,55.3125,73.4265,"GPI-MENASHA,WI",Kalamazoo
8/12/2015,NB,22-0,24.75,25.2405,"GPI-GORDONSVILLE,TN",Kalamazoo
8/12/2015,NB,22-0,28.125,63.7745,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,22-0,29.5,30.087,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,22-0,30.75,31.3615,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,22-0,33.3125,59.783,"GPI-KALAMAZOO,MI",Kalamazoo
8/12/2015,NB,22-0,33.875,7.467,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/12/2015,NB,22-0,35.4375,13.7535,"GPI-CAROL STREAM,IL",Kalamazoo
8/12/2015,NB,22-0,49.25,26.866,"GPI-MENASHA,WI",Kalamazoo
8/12/2015,NB HS,18-0,18.75,24.6075,"GPI-MARION,OH",Battle Creek
8/12/2015,NB HS,18-0,25.9375,12.578,"GPI-KENDALLVILLE,IN",Battle Creek
8/12/2015,NB HS,18-0,40.25,9.748,"GPI-MENASHA,WI",Battle Creek
8/12/2015,NB SIZE,16-0,32.625,4.7075,"GPI-STONE MOUNTAIN,GA",Battle Creek
8/12/2015,NB SIZE,16-0,35.1875,34.1985,"GPI-STONE MOUNTAIN,GA",Battle Creek
8/12/2015,NB SIZE,16-0,53.375,22.6695,"GPI-STONE MOUNTAIN,GA",Battle Creek
8/13/2015,KB,30-1,30.375,21.4975,"GPI-VANCOUVER,WA",Santa Clara
8/13/2015,KB,34-1,31.6875,30.395,"GPI-TUSCALOOSA,AL",Santa Clara
8/13/2015,KB,36-1,32.875,8.125,"GPI-VANCOUVER,WA",Santa Clara
8/13/2015,KB,36-1,33.875,21.6525,"GPI-VANCOUVER,WA",Santa Clara
8/13/2015,KB,38-1,66.25,38.4325,"GPI-TUSCALOOSA,AL",Santa Clara
8/13/2015,NB,14-0,35,17.5885,"GPI-FORT SMITH,AR",Kalamazoo
8/13/2015,NB,14-0,35,211.5785,"GPI-SOLON,OH",Kalamazoo
8/13/2015,NB,16-0,28.0625,110.6,"GPI-GORDONSVILLE,TN",Kalamazoo
8/13/2015,NB,16-0,31.875,3.579,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/13/2015,NB,16-0,31.875,73.6335,"GPI-GORDONSVILLE,TN",Kalamazoo
8/13/2015,NB,16-0,31.875,3.0465,"GPI-PACIFIC,MO",Kalamazoo
8/13/2015,NB,16-0,33.875,23.184,"GPI-CAROL STREAM,IL",Middletown
8/13/2015,NB,16-0,34.25,8.2235,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
8/13/2015,NB,16-0,36,5.6065,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/13/2015,NB,16-0,39.25,180.0295,"GPI-MITCHELL,SD",Kalamazoo
8/13/2015,NB,16-0,40.125,2.3385,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
8/13/2015,NB,16-0,42.625,58.349,"GPI-CAROL STREAM,IL",Middletown
8/13/2015,NB,16-0,45.5,30.6795,"GPI-TUSCALOOSA,AL",Kalamazoo
8/13/2015,NB,16-0,49.125,5.6855,"GPI-STONE MOUNTAIN,GA",Middletown
8/13/2015,NB,18-0,30,1.776,"GPI-KALAMAZOO,MI",Kalamazoo
8/13/2015,NB,18-0,30.5,32.025,"GPI-KALAMAZOO,MI",Kalamazoo
8/13/2015,NB,18-0,34.0625,106.062,"GPI-CAROL STREAM,IL",Middletown
8/13/2015,NB,18-0,34.1875,16.5505,"GPI-CENTRALIA,IL",Kalamazoo
8/13/2015,NB,18-0,34.3125,64.072,"GPI-MITCHELL,SD",Middletown
8/13/2015,NB,18-0,39.625,21.1335,"GPI-CENTRALIA,IL",Kalamazoo
8/13/2015,NB,18-0,39.625,4.361,"GPI-MITCHELL,SD",Kalamazoo
8/13/2015,NB,18-0,40.375,26.098,"GPI-ELK GROVE VILLAGE,IL",Middletown
8/13/2015,NB,18-0,41.0625,21.558,"GPI-FORT SMITH,AR",Kalamazoo
