"","Mill","Date","Grade","Caliper","Width","Plant","Tons"
"1","M1",2016-01-03,"OMXX","72-14-F",25.25,"PLT00020",41.0315
"2","M1",2016-01-04,"OMXX","72-14-F",25.25,"PLT00020",20.8595
"3","M1",2016-01-04,"OMXX","72-14-F",29.875,"PLT00044",95.8475
"4","M1",2016-01-04,"OMXX","72-14-F",37.375,"PLT00041",23.633
"5","M1",2016-01-04,"OMXX","72-14-F",39.25,"PLT00070",40.441
"6","M1",2016-01-04,"OMXX","72-14-F",40.25,"PLT00041",20.388
"7","M1",2016-01-04,"OMXX","72-14-F",41.375,"PLT00041",21.1015
"8","M1",2016-01-04,"OMXX","72-14-F",43.625,"PLT00041",11.0795
"9","M1",2016-01-04,"OMXX","72-14-F",57.875,"PLT00041",29.553
"10","M1",2016-01-05,"OMXX","72-14-F",31.125,"PLT00044",95.41
"11","M1",2016-01-05,"OMXX","72-14-F",39.875,"PLT00041",101.4975
"12","M1",2016-01-05,"OMXX","72-14-F",45.625,"PLT00006",60.7515
"13","M1",2016-01-05,"OMXX","72-14-F",55.125,"PLT00042",20.9925
"14","M1",2016-01-05,"OMXX","72-16-F",39,"PLT00043",9.6405
"15","M1",2016-01-05,"OMXX","72-18-F",39.625,"PLT00043",7.071
"16","M1",2016-01-06,"OMXX","72-14-F",29.875,"PLT00044",1.902
"17","M1",2016-01-06,"OMXX","72-14-F",31.125,"PLT00044",15.9605
"18","M1",2016-01-06,"OMXX","72-14-F",37.375,"PLT00041",2.3835
"19","M1",2016-01-06,"OMXX","72-14-F",39.875,"PLT00041",25.5145
"20","M1",2016-01-06,"OMXX","72-14-F",40.25,"PLT00041",12.642
"21","M1",2016-01-06,"OMXX","72-14-F",45.625,"PLT00006",75.3725
"22","M1",2016-01-06,"OMXX","72-14-F",53.875,"PLT00051",41.195
"23","M1",2016-01-06,"OMXX","72-14-F",55,"PLT00041",49.129
"24","M1",2016-01-06,"OMXX","72-14-F",57.875,"PLT00041",7.2855
"25","M1",2016-01-06,"OMXX","72-15-F",28.75,"PLT00044",148.959
"26","M1",2016-01-06,"OMXX","72-15-F",32.5,"PLT00044",110.215
"27","M1",2016-01-06,"OMXX","72-15-F",38.7008,"PLT00EUR",53.422
"28","M1",2016-01-06,"OMXX","72-16-F",24.75,"PLT00048",42.4455
"29","M1",2016-01-06,"OMXX","72-16-F",30.625,"PLT00048",44.9755
"30","M1",2016-01-06,"OMXX","72-16-F",31.375,"PLT00042",1.927
"31","M1",2016-01-06,"OMXX","72-16-F",57.0866,"PLT00EUR",7.043
"32","M1",2016-01-06,"OMXX","72-17-F",44,"PLT00009",10.602
"33","M1",2016-01-06,"OMXX","72-17-F",52.0472,"PLT00EUR",6.321
"34","M1",2016-01-06,"OMXX","72-17-F",54.0157,"PLT00EUR",3.2595
"35","M1",2016-01-06,"OMXX","72-17-F",54.75,"PLT00009",3.351
"36","M1",2016-01-06,"OMXX","72-20-W",24.75,"PLT00009",5.8385
"37","M1",2016-01-06,"OMXX","72-20-W",37.0079,"PLT00EUR",4.2285
"38","M1",2016-01-07,"AKOS","72-18-F",37.875,"PLT00068",36.568
"39","M1",2016-01-07,"AKPG","72-18-F",64.5,"PLT00068",54.075
"40","M1",2016-01-07,"OMXX","72-14-F",26.5,"PLT00048",66.463
"41","M1",2016-01-07,"OMXX","72-14-F",32.375,"PLT00070",12.279
"42","M1",2016-01-07,"OMXX","72-14-F",38.75,"PLT00006",12.303
"43","M1",2016-01-07,"OMXX","72-14-F",39.25,"PLT00070",7.4945
"44","M1",2016-01-07,"OMXX","72-14-F",45.625,"PLT00006",5.8165
"45","M1",2016-01-07,"OMXX","72-15-F",28.75,"PLT00044",124.124
"46","M1",2016-01-07,"OMXX","72-15-F",32.5,"PLT00044",76.673
"47","M1",2016-01-07,"OMXX","72-15-F",38.7008,"PLT00EUR",80.205
"48","M1",2016-01-07,"OMXX","72-15-F",39.25,"PLT00009",177.7855
"49","M1",2016-01-07,"OMXX","72-16-F",39.5,"PLT00042",9.599
"50","M1",2016-01-07,"OMXX","72-16-F",40,"PLT00042",2.4675
"51","M1",2016-01-07,"OMXX","72-18-F",29.5,"PLT00048",42.37
"52","M1",2016-01-08,"AKPG","72-18-F",64.5,"PLT00068",117.762
"53","M1",2016-01-08,"OMXX","72-14-F",26.5,"PLT00048",44.015
"54","M1",2016-01-08,"OMXX","72-14-F",27.375,"PLT00048",83.168
"55","M1",2016-01-08,"OMXX","72-14-F",32.375,"PLT00070",12.2725
"56","M1",2016-01-08,"OMXX","72-14-F",34.2913,"PLT00060",25.6785
"57","M1",2016-01-08,"OMXX","72-14-F",39,"PLT00009",3.388
"58","M1",2016-01-08,"OMXX","72-14-F",51.063,"PLT00EUR",26.1045
"59","M1",2016-01-08,"OMXX","72-15-F",28.75,"PLT00044",32.023
"60","M1",2016-01-08,"OMXX","72-15-F",32.5,"PLT00044",51.26
"61","M1",2016-01-08,"OMXX","72-15-F",39.25,"PLT00009",39.6975
"62","M1",2016-01-08,"OMXX","72-16-F",32.3622,"PLT00042",14.013
"63","M1",2016-01-08,"OMXX","72-16-F",34,"PLT00042",22.8075
"64","M1",2016-01-08,"OMXX","72-16-F",37,"PLT00042",2.2715
"65","M1",2016-01-08,"OMXX","72-16-F",39,"PLT00042",7.2595
"66","M1",2016-01-08,"OMXX","72-16-F",41.125,"PLT00041",61.677
"67","M1",2016-01-08,"OMXX","72-16-F",47,"PLT00042",98.6805
"68","M1",2016-01-08,"OMXX","72-16-F",52,"PLT00045",19.111
"69","M1",2016-01-08,"OMXX","72-16-F",60.375,"PLT00041",7.461
"70","M1",2016-01-08,"OMXX","72-17-F",40,"PLT00009",19.5445
"71","M1",2016-01-08,"OMXX","72-17-F",44,"PLT00009",15.933
"72","M1",2016-01-08,"OMXX","72-18-F",25.5,"PLT00048",43.0255
"73","M1",2016-01-08,"OMXX","72-18-F",36.75,"PLT00070",8.8355
"74","M1",2016-01-09,"AKOS","72-18-F",34,"PLT00006",82.4015
"75","M1",2016-01-09,"AKPG","72-18-F",64.5,"PLT00068",164.15
"76","M1",2016-01-09,"OMXX","72-14-F",25.25,"PLT00020",4.8855
"77","M1",2016-01-09,"OMXX","72-14-F",27.375,"PLT00048",62.3645
"78","M1",2016-01-09,"OMXX","72-14-F",29.875,"PLT00044",22.726
"79","M1",2016-01-09,"OMXX","72-14-F",39.875,"PLT00041",5.0995
"80","M1",2016-01-09,"OMXX","72-15-F",28.75,"PLT00044",32.0865
"81","M1",2016-01-09,"OMXX","72-15-F",32.5,"PLT00044",24.1915
"82","M1",2016-01-09,"OMXX","72-16-F",24.75,"PLT00048",21.4205
"83","M1",2016-01-09,"OMXX","72-16-F",30.625,"PLT00048",3.798
"84","M1",2016-01-09,"OMXX","72-16-F",30.75,"PLT00042",5.7015
"85","M1",2016-01-09,"OMXX","72-16-F",32,"PLT00042",29.6775
"86","M1",2016-01-09,"OMXX","72-16-F",32,"PLT00043",21.7605
"87","M1",2016-01-09,"OMXX","72-16-F",34.125,"PLT00042",8.4405
"88","M1",2016-01-09,"OMXX","72-16-F",36.125,"PLT00051",2.2325
"89","M1",2016-01-09,"OMXX","72-16-F",37,"PLT00042",6.8245
"90","M1",2016-01-09,"OMXX","72-16-F",38.25,"PLT00042",9.4135
"91","M1",2016-01-09,"OMXX","72-16-F",39,"PLT00043",21.5575
"92","M1",2016-01-09,"OMXX","72-16-F",39.5,"PLT00051",4.8475
"93","M1",2016-01-09,"OMXX","72-16-F",41.125,"PLT00041",15.332
"94","M1",2016-01-09,"OMXX","72-16-F",41.5,"PLT00041",20.36
"95","M1",2016-01-09,"OMXX","72-16-F",50.125,"PLT00009",21.439
"96","M1",2016-01-09,"OMXX","72-16-F",53.125,"PLT00041",58.975
"97","M1",2016-01-09,"OMXX","72-16-F",53.125,"PLT00051",19.6585
"98","M1",2016-01-09,"OMXX","72-16-F",57.75,"PLT00042",3.543
"99","M1",2016-01-09,"OMXX","72-18-F",25.5,"PLT00048",39.8335
"100","M1",2016-01-09,"OMXX","72-18-F",29.375,"PLT00048",127.682
"101","M1",2016-01-09,"OMXX","72-18-F",30.875,"PLT00020",60.302
"102","M1",2016-01-09,"OMXX","72-18-F",38.625,"PLT00045",20.85
"103","M1",2016-01-09,"OMXX","72-18-F",53.875,"PLT00023",39.349
"104","M1",2016-01-09,"OMXX","72-18-F",59.875,"PLT00008",107.4085
"105","M1",2016-01-09,"OMXX","72-20-W",24.75,"PLT00060",22.2855
"106","M1",2016-01-10,"AKOS","72-18-F",34,"PLT00006",49.423
"107","M1",2016-01-10,"AKPG","72-18-F",64.5,"PLT00068",164.4385
"108","M1",2016-01-10,"OMXX","72-14-F",25.25,"PLT00020",11.2885
"109","M1",2016-01-10,"OMXX","72-14-F",26.5,"PLT00048",43.7385
"110","M1",2016-01-10,"OMXX","72-14-F",33.25,"PLT00006",8.5435
"111","M1",2016-01-10,"OMXX","72-14-F",51.063,"PLT00EUR",156.318
"112","M1",2016-01-10,"OMXX","72-15-F",28.75,"PLT00044",104.094
"113","M1",2016-01-10,"OMXX","72-15-F",32.5,"PLT00044",78.5075
"114","M1",2016-01-10,"OMXX","72-15-F",34.25,"PLT00043",85.826
"115","M1",2016-01-10,"OMXX","72-15-F",38.7008,"PLT00EUR",73.4035
"116","M1",2016-01-10,"OMXX","72-16-F",30.625,"PLT00048",63.3285
"117","M1",2016-01-10,"OMXX","72-16-F",50.125,"PLT00009",3.077
"118","M1",2016-01-10,"OMXX","72-16-F",52,"PLT00045",6.4075
"119","M1",2016-01-10,"OMXX","72-16-F",53.125,"PLT00041",9.7915
"120","M1",2016-01-10,"OMXX","72-17-F",42,"PLT00009",7.688
"121","M1",2016-01-10,"OMXX","72-18-F",29.375,"PLT00048",42.802
"122","M1",2016-01-10,"OMXX","72-18-F",29.5,"PLT00048",84.6115
"123","M1",2016-01-10,"OMXX","72-18-F",30.875,"PLT00020",9.3375
"124","M1",2016-01-10,"OMXX","72-18-F",38.625,"PLT00045",20.6565
"125","M1",2016-01-10,"OMXX","72-18-F",39.375,"PLT00051",21.493
"126","M1",2016-01-10,"OMXX","72-18-F",45,"PLT00009",24.354
"127","M1",2016-01-10,"OMXX","72-18-F",47.75,"PLT00009",2.87
"128","M1",2016-01-10,"OMXX","72-18-F",52.75,"PLT00045",37.9615
"129","M1",2016-01-10,"OMXX","72-18-F",53.875,"PLT00023",78.1755
"130","M1",2016-01-10,"OMXX","72-18-F",59.75,"PLT00009",46.489
"131","M1",2016-01-10,"OMXX","72-18-F",61.25,"PLT00042",66.2285
"132","M1",2016-01-11,"AKPG","72-18-F",64.5,"PLT00068",139.7045
"133","M1",2016-01-11,"OMXX","72-14-F",55.125,"PLT00042",7.053
"134","M1",2016-01-11,"OMXX","72-16-F",30.75,"PLT00042",1.885
"135","M1",2016-01-11,"OMXX","72-16-F",32,"PLT00042",7.8465
"136","M1",2016-01-11,"OMXX","72-16-F",37,"PLT00042",2.2705
"137","M1",2016-01-11,"OMXX","72-16-F",38.875,"PLT00009",4.7125
"138","M1",2016-01-11,"OMXX","72-17-F",36.25,"PLT00009",2.1875
"139","M1",2016-01-11,"OMXX","72-18-F",20.5,"PLT00020",35.1465
"140","M1",2016-01-11,"OMXX","72-18-F",35.375,"PLT00041",21.0565
"141","M1",2016-01-11,"OMXX","72-18-F",38.625,"PLT00045",13.993
"142","M1",2016-01-11,"OMXX","72-18-F",38.75,"PLT00043",41.4505
"143","M1",2016-01-11,"OMXX","72-18-F",41.25,"PLT00045",4.9745
"144","M1",2016-01-11,"OMXX","72-18-F",43.875,"PLT00009",20.9085
"145","M1",2016-01-11,"OMXX","72-18-F",45,"PLT00009",10.8505
"146","M1",2016-01-11,"OMXX","72-18-F",51.25,"PLT00009",3.069
"147","M1",2016-01-11,"OMXX","72-18-F",53.875,"PLT00023",13.1195
"148","M1",2016-01-11,"OMXX","72-18-F",59.875,"PLT00008",14.411
"149","M1",2016-01-11,"OMXX","72-20-W",23.125,"PLT00047",21.7595
"150","M1",2016-01-11,"OMXX","72-20-W",36,"PLT00041",8.4865
"151","M1",2016-01-11,"OMXX","72-20-W",37.75,"PLT00008",19.894
"152","M1",2016-01-11,"OMXX","72-20-W",38.875,"PLT00041",13.762
"153","M1",2016-01-11,"OMXX","72-20-W",41.375,"PLT00041",131.7645
"154","M1",2016-01-11,"OMXX","72-20-W",54.25,"PLT00042",15.971
"155","M1",2016-01-11,"OMXX","72-20-W",55.875,"PLT00042",16.5305
"156","M1",2016-01-12,"AKOS","72-18-F",37.875,"PLT00068",317.905
"157","M1",2016-01-12,"AKPG","72-18-F",35.5,"PLT00068",2.237
"158","M1",2016-01-12,"AKPG","72-18-F",64.5,"PLT00068",326.9685
"159","M1",2016-01-12,"OMXX","72-16-F",15,"PLT00042",5.109
"160","M1",2016-01-12,"OMXX","72-16-F",41.125,"PLT00041",2.567
"161","M1",2016-01-12,"OMXX","72-18-F",23.875,"PLT00042",11.561
"162","M1",2016-01-12,"OMXX","72-18-F",32.5,"PLT00051",15.7795
"163","M1",2016-01-12,"OMXX","72-18-F",32.625,"PLT00042",9.844
"164","M1",2016-01-12,"OMXX","72-18-F",34,"PLT00042",14.3265
"165","M1",2016-01-12,"OMXX","72-18-F",34.875,"PLT00009",8.4965
"166","M1",2016-01-12,"OMXX","72-18-F",35.375,"PLT00041",74.7695
"167","M1",2016-01-12,"OMXX","72-18-F",38.125,"PLT00051",2.32
"168","M1",2016-01-12,"OMXX","72-18-F",38.75,"PLT00041",16.0985
"169","M1",2016-01-12,"OMXX","72-18-F",38.75,"PLT00043",16.2205
"170","M1",2016-01-12,"OMXX","72-18-F",39.125,"PLT00042",4.8105
"171","M1",2016-01-12,"OMXX","72-18-F",39.625,"PLT00043",60.184
"172","M1",2016-01-12,"OMXX","72-18-F",40.25,"PLT00042",31.474
"173","M1",2016-01-12,"OMXX","72-18-F",40.875,"PLT00042",12.45
"174","M1",2016-01-12,"OMXX","72-18-F",41.375,"PLT00008",24.992
"175","M1",2016-01-12,"OMXX","72-18-F",41.625,"PLT00045",5.09
"176","M1",2016-01-12,"OMXX","72-18-F",42.125,"PLT00008",25.199
"177","M1",2016-01-12,"OMXX","72-18-F",42.75,"PLT00045",20.688
"178","M1",2016-01-12,"OMXX","72-18-F",42.875,"PLT00042",10.285
"179","M1",2016-01-12,"OMXX","72-18-F",42.875,"PLT00045",15.531
"180","M1",2016-01-12,"OMXX","72-18-F",43.25,"PLT00041",15.754
"181","M1",2016-01-12,"OMXX","72-18-F",43.875,"PLT00009",39.159
"182","M1",2016-01-12,"OMXX","72-18-F",43.875,"PLT00041",13.114
"183","M1",2016-01-12,"OMXX","72-18-F",43.875,"PLT00042",39.654
"184","M1",2016-01-12,"OMXX","72-18-F",45,"PLT00009",2.69
"185","M1",2016-01-12,"OMXX","72-18-F",45.25,"PLT00009",5.5365
"186","M1",2016-01-12,"OMXX","72-18-F",51.25,"PLT00009",3.064
"187","M1",2016-01-12,"OMXX","72-18-F",53,"PLT00008",89.187
"188","M1",2016-01-12,"OMXX","72-18-F",55.25,"PLT00051",3.404
"189","M1",2016-01-12,"OMXX","72-18-F",61,"PLT00042",14.777
"190","M1",2016-01-12,"OMXX","72-18-F",63,"PLT00042",11.4855
"191","M1",2016-01-12,"OMXX","72-18-F",67.75,"PLT00045",40.704
"192","M1",2016-01-12,"OMXX","72-20-W",55.875,"PLT00042",3.2845
"193","M1",2016-01-13,"AKOS","72-18-F",37.875,"PLT00068",54.099
"194","M1",2016-01-13,"AKPG","72-18-F",35.5,"PLT00068",54.661
"195","M1",2016-01-13,"AKPG","72-18-F",64.5,"PLT00068",458.4575
"196","M1",2016-01-13,"OMXX","72-14-F",26.5,"PLT00048",43.984
"197","M1",2016-01-13,"OMXX","72-14-F",45.625,"PLT00006",81.018
"198","M1",2016-01-13,"OMXX","72-16-F",30.625,"PLT00048",41.996
"199","M1",2016-01-13,"OMXX","72-18-F",23.875,"PLT00051",5.8615
"200","M1",2016-01-13,"OMXX","72-18-F",34.75,"PLT00006",12.7025
"201","M1",2016-01-13,"OMXX","72-18-F",37.75,"PLT00006",20.74
"202","M1",2016-01-13,"OMXX","72-18-F",38.125,"PLT00051",16.3095
"203","M1",2016-01-13,"OMXX","72-18-F",42.75,"PLT00045",7.8145
"204","M1",2016-01-13,"OMXX","72-18-F",54.375,"PLT00045",6.6255
"205","M1",2016-01-13,"OMXX","72-20-W",47.5,"PLT00051",7.551
"206","M1",2016-01-14,"AKOS","72-14-F",46.4567,"PLT00060",156.8755
"207","M1",2016-01-14,"AKPG","72-18-F",64.5,"PLT00068",321.495
"208","M1",2016-01-14,"OMXX","72-14-F",35.25,"PLT00070",9.046
"209","M1",2016-01-14,"OMXX","72-14-F",45.625,"PLT00006",40.4195
"210","M1",2016-01-14,"OMXX","72-16-F",24.75,"PLT00048",21.2065
"211","M1",2016-01-14,"OMXX","72-16-F",30.625,"PLT00048",42.0715
"212","M1",2016-01-14,"OMXX","72-16-F",39,"PLT00043",4.8325
"213","M1",2016-01-14,"OMXX","72-18-F",35.375,"PLT00041",2.1485
"214","M1",2016-01-14,"OMXX","72-18-F",36.75,"PLT00070",6.54
"215","M1",2016-01-14,"OMXX","72-18-F",38.75,"PLT00041",4.7105
"216","M1",2016-01-14,"OMXX","72-18-F",42.125,"PLT00008",5.102
"217","M1",2016-01-14,"OMXX","72-18-F",53,"PLT00008",12.95
"218","M1",2016-01-14,"OMXX","72-20-W",37.75,"PLT00008",2.199
"219","M1",2016-01-14,"OMXX","72-20-W",38.875,"PLT00041",4.569
"220","M1",2016-01-14,"OMXX","72-20-W",41.375,"PLT00041",2.4255
"221","M1",2016-01-15,"AKOS","72-14-F",46.4567,"PLT00060",44.4815
"222","M1",2016-01-15,"AKPG","72-18-F",64.5,"PLT00068",169.095
"223","M1",2016-01-15,"OMXX","72-16-F",21.375,"PLT00053",22.3875
"224","M1",2016-01-15,"OMXX","72-16-F",24.75,"PLT00048",63.663
"225","M1",2016-01-15,"OMXX","72-16-F",27.375,"PLT00042",18.461
"226","M1",2016-01-15,"OMXX","72-16-F",29.875,"PLT00042",23.9485
"227","M1",2016-01-15,"OMXX","72-16-F",32.9921,"PLT00060",36.3995
"228","M1",2016-01-15,"OMXX","72-16-F",35.5,"PLT00006",21.958
"229","M1",2016-01-15,"OMXX","72-16-F",38.9764,"PLT00060",11.579
"230","M1",2016-01-15,"OMXX","72-18-F",28.75,"PLT00060",26.938
"231","M1",2016-01-15,"OMXX","72-18-F",53.5,"PLT00060",6.399
"232","M1",2016-01-16,"AKOS","72-18-F",37.875,"PLT00041",6.8735
"233","M1",2016-01-16,"AKPG","72-18-F",64.5,"PLT00068",95.7995
"234","M1",2016-01-16,"OMXX","72-14-F",32.375,"PLT00070",14.4105
"235","M1",2016-01-16,"OMXX","72-14-F",41.5,"PLT00042",3.657
"236","M1",2016-01-16,"OMXX","72-14-F",53.875,"PLT00051",3.4515
"237","M1",2016-01-16,"OMXX","72-15-F",28.75,"PLT00044",173.724
"238","M1",2016-01-16,"OMXX","72-16-F",15,"PLT00042",6.302
"239","M1",2016-01-16,"OMXX","72-16-F",24.75,"PLT00048",15.1995
"240","M1",2016-01-16,"OMXX","72-16-F",27.375,"PLT00042",11.7255
"241","M1",2016-01-16,"OMXX","72-16-F",29.875,"PLT00042",40.282
"242","M1",2016-01-16,"OMXX","72-16-F",30.875,"PLT00051",12.925
"243","M1",2016-01-16,"OMXX","72-16-F",33.125,"PLT00042",8.1645
"244","M1",2016-01-16,"OMXX","72-16-F",34,"PLT00051",2.093
"245","M1",2016-01-16,"OMXX","72-16-F",34.75,"PLT00042",8.559
"246","M1",2016-01-16,"OMXX","72-16-F",35.5,"PLT00006",21.7025
"247","M1",2016-01-16,"OMXX","72-16-F",37.625,"PLT00042",6.8845
"248","M1",2016-01-16,"OMXX","72-16-F",38.875,"PLT00006",4.7695
"249","M1",2016-01-16,"OMXX","72-16-F",42.125,"PLT00042",5.1885
"250","M1",2016-01-16,"OMXX","72-16-F",42.875,"PLT00041",10.47
"251","M1",2016-01-16,"OMXX","72-16-F",48.125,"PLT00042",11.719
"252","M1",2016-01-16,"OMXX","72-16-F",53.5,"PLT00045",67.9785
"253","M1",2016-01-16,"OMXX","72-16-F",54.75,"PLT00041",29.8305
"254","M1",2016-01-16,"OMXX","72-18-F",29.25,"PLT00060",20.9865
"255","M1",2016-01-16,"OMXX","72-18-F",36.75,"PLT00070",6.6
"256","M1",2016-01-16,"OMXX","72-18-F",55.25,"PLT00051",3.3845
"257","M1",2016-01-16,"OMXX","72-20-F",24.75,"PLT00048",73.493
"258","M1",2016-01-17,"AKOS","72-18-F",37.875,"PLT00068",42.401
"259","M1",2016-01-17,"AKPG","72-18-F",64.5,"PLT00068",214.795
"260","M1",2016-01-17,"OMXX","72-14-F",25.25,"PLT00020",42.074
"261","M1",2016-01-17,"OMXX","72-14-F",26.5,"PLT00048",65.884
"262","M1",2016-01-17,"OMXX","72-14-F",33.375,"PLT00070",21.4995
"263","M1",2016-01-17,"OMXX","72-14-F",35.25,"PLT00070",11.2775
"264","M1",2016-01-17,"OMXX","72-16-F",30.625,"PLT00048",62.2515
"265","M1",2016-01-17,"OMXX","72-17-F",52.0472,"PLT00EUR",3.087
"266","M1",2016-01-17,"OMXX","72-17-F",54.0157,"PLT00EUR",3.3435
"267","M1",2016-01-17,"OMXX","72-17-F",57.1654,"PLT00EUR",3.392
"268","M1",2016-01-17,"OMXX","72-17-F",59.5669,"PLT00EUR",7.255
"269","M1",2016-01-17,"OMXX","72-18-F",25.5,"PLT00048",56.591
"270","M1",2016-01-17,"OMXX","72-18-F",29.25,"PLT00060",7.0785
"271","M1",2016-01-17,"OMXX","72-18-F",29.375,"PLT00048",12.5505
"272","M1",2016-01-17,"OMXX","72-18-F",36.75,"PLT00070",28.342
"273","M1",2016-01-17,"OMXX","72-20-F",24.75,"PLT00048",15.8425
"274","M1",2016-01-17,"OMXX","72-20-W",37,"PLT00043",21.8175
"275","M1",2016-01-18,"AKPG","72-18-F",64.5,"PLT00068",71.831
"276","M1",2016-01-18,"OMXX","72-14-F",28.75,"PLT00044",102.5275
"277","M1",2016-01-18,"OMXX","72-14-F",37.625,"PLT00041",108.353
"278","M1",2016-01-18,"OMXX","72-14-F",38.75,"PLT00006",44.403
"279","M1",2016-01-19,"OMXX","72-14-F",33.375,"PLT00070",21.2565
"280","M1",2016-01-19,"OMXX","72-14-F",35.25,"PLT00070",15.8685
"281","M1",2016-01-19,"OMXX","72-14-F",37.625,"PLT00041",21.4565
"282","M1",2016-01-19,"OMXX","72-14-F",38.75,"PLT00006",14.7575
"283","M1",2016-01-19,"OMXX","72-14-F",39.25,"PLT00070",27.0375
"284","M1",2016-01-20,"AKOS","72-18-F",37.875,"PLT00068",80.44
"285","M1",2016-01-20,"AKPG","72-18-F",35.5,"PLT00068",2.124
"286","M1",2016-01-20,"AKPG","72-18-F",64.5,"PLT00068",141.856
"287","M1",2016-01-20,"OMXX","72-14-F",26.5,"PLT00048",65.888
"288","M1",2016-01-20,"OMXX","72-14-F",28.75,"PLT00044",9.2985
"289","M1",2016-01-20,"OMXX","72-15-F",28.75,"PLT00044",352.487
"290","M1",2016-01-20,"OMXX","72-15-F",32.5,"PLT00044",169.744
"291","M1",2016-01-20,"OMXX","72-15-F",33.75,"PLT00044",97.663
"292","M1",2016-01-20,"OMXX","72-15-F",38.7008,"PLT00EUR",29.2965
"293","M1",2016-01-20,"OMXX","72-16-F",30.625,"PLT00048",62.4635
"294","M1",2016-01-20,"OMXX","72-16-F",55.4724,"PLT00EUR",102.378
"295","M1",2016-01-20,"OMXX","72-18-F",57.3228,"PLT00EUR",20.759
"296","M1",2016-01-20,"OMXX","72-20-W",27.25,"PLT00009",3.197
"297","M1",2016-01-20,"OMXX","72-20-W",46.5,"PLT00009",3.7
"298","M1",2016-01-20,"OMXX","72-20-W",48.25,"PLT00009",1.942
"299","M1",2016-01-20,"OMXX","72-20-W",68.7402,"PLT00EUR",20.2265
"300","M1",2016-01-21,"AKOS","72-18-F",37.875,"PLT00068",45.893
"301","M1",2016-01-21,"AKPG","72-18-F",64.5,"PLT00068",71.1735
"302","M1",2016-01-21,"OMXX","72-14-F",27.375,"PLT00048",62.768
"303","M1",2016-01-21,"OMXX","72-14-F",34.4882,"PLT00060",17.748
"304","M1",2016-01-21,"OMXX","72-14-F",37.625,"PLT00041",4.766
"305","M1",2016-01-21,"OMXX","72-14-F",38.75,"PLT00006",12.2395
"306","M1",2016-01-21,"OMXX","72-14-F",45.625,"PLT00006",8.6355
"307","M1",2016-01-21,"OMXX","72-14-F",54.75,"PLT00042",7.0025
"308","M1",2016-01-21,"OMXX","72-14-F",70.4724,"PLT00060",6.1745
"309","M1",2016-01-21,"OMXX","72-15-F",28.75,"PLT00044",3.607
"310","M1",2016-01-21,"OMXX","72-15-F",32.5,"PLT00044",46.8915
"311","M1",2016-01-21,"OMXX","72-15-F",33.75,"PLT00044",44.501
"312","M1",2016-01-21,"OMXX","72-15-F",38.0315,"PLT00EUR",9.5355
"313","M1",2016-01-21,"OMXX","72-15-F",38.7008,"PLT00EUR",19.285
"314","M1",2016-01-21,"OMXX","72-15-F",56.25,"PLT00041",10.607
"315","M1",2016-01-21,"OMXX","72-16-F",18,"PLT00042",11.285
"316","M1",2016-01-21,"OMXX","72-16-F",24.375,"PLT00042",13.641
"317","M1",2016-01-21,"OMXX","72-16-F",26.875,"PLT00042",46.747
"318","M1",2016-01-21,"OMXX","72-16-F",28.375,"PLT00042",26.2095
"319","M1",2016-01-21,"OMXX","72-16-F",29,"PLT00042",16.3455
"320","M1",2016-01-21,"OMXX","72-16-F",29.25,"PLT00042",19.937
"321","M1",2016-01-21,"OMXX","72-16-F",30.625,"PLT00048",41.687
"322","M1",2016-01-21,"OMXX","72-16-F",30.75,"PLT00042",7.644
"323","M1",2016-01-21,"OMXX","72-16-F",32.625,"PLT00042",6.0825
"324","M1",2016-01-21,"OMXX","72-16-F",33.875,"PLT00042",35.8755
"325","M1",2016-01-21,"OMXX","72-16-F",34.125,"PLT00042",17.028
"326","M1",2016-01-21,"OMXX","72-16-F",35.375,"PLT00006",44.111
"327","M1",2016-01-21,"OMXX","72-16-F",36,"PLT00042",11.2325
"328","M1",2016-01-21,"OMXX","72-16-F",36.625,"PLT08001",40.7805
"329","M1",2016-01-21,"OMXX","72-16-F",37,"PLT00042",50.888
"330","M1",2016-01-21,"OMXX","72-16-F",37.25,"PLT00006",41.8655
"331","M1",2016-01-21,"OMXX","72-16-F",37.625,"PLT00042",21.205
"332","M1",2016-01-21,"OMXX","72-16-F",38.25,"PLT00042",16.726
"333","M1",2016-01-21,"OMXX","72-16-F",39,"PLT00043",87.188
"334","M1",2016-01-21,"OMXX","72-16-F",42.875,"PLT00041",42.647
"335","M1",2016-01-21,"OMXX","72-16-F",44.125,"PLT00042",16.3665
"336","M1",2016-01-21,"OMXX","72-16-F",48.125,"PLT00042",9.006
"337","M1",2016-01-21,"OMXX","72-16-F",54.75,"PLT00041",3.383
"338","M1",2016-01-21,"OMXX","72-16-F",55.4724,"PLT00EUR",40.8575
"339","M1",2016-01-21,"OMXX","72-16-F",64,"PLT00060",42.887
"340","M1",2016-01-21,"OMXX","72-18-F",57.3228,"PLT00EUR",41.3165
"341","M1",2016-01-21,"OMXX","72-20-W",31.0236,"PLT00060",24.8765
"342","M1",2016-01-21,"OMXX","72-20-W",36.9685,"PLT00060",26.806
"343","M1",2016-01-21,"OMXX","72-20-W",53.8583,"PLT00EUR",38.1265
"344","M1",2016-01-22,"AKPG","72-18-F",64.5,"PLT00068",189.1125
"345","M1",2016-01-22,"OMXX","72-14-F",27.375,"PLT00048",62.3365
