"","Mill","Date","Grade","Caliper","Width","Plant","Tons"
"12872","W6",2016-10-22,"FC02","84-30-W",45.375,"PLT00070",199.209
"12873","W6",2016-10-23,"AKPG","77-24-W",43.125,"PLT00070",63.2985
"12874","W6",2016-10-23,"AKPG","77-24-W",62.875,"PLT00070",3.871
"12875","W6",2016-10-23,"AKPG","77-24-W",64.25,"PLT00070",313.8575
"12876","W6",2016-10-23,"AKPG","84-21-W",43.25,"PLT00070",19.3885
"12877","W6",2016-10-23,"AKPG","84-21-W",45.5,"PLT00070",248.172
"12878","W6",2016-10-23,"AKPG","84-21-W",46,"PLT00070",65.4255
"12879","W6",2016-10-23,"FC02","84-30-W",45.375,"PLT00070",133.5595
"12880","W6",2016-10-24,"AKPG","72-24-W",62.875,"PLT00070",301.7095
"12881","W6",2016-10-24,"AKPG","77-21-W",56.25,"PLT00068",21.422
"12882","W6",2016-10-24,"AKPG","77-24-W",43.125,"PLT00070",235.5055
"12883","W6",2016-10-24,"AKPG","77-24-W",62.875,"PLT00070",92.757
"12884","W6",2016-10-24,"AKPG","77-24-W",64.25,"PLT00070",191.553
"12885","W6",2016-10-24,"AKPG","84-21-W",46,"PLT00070",10.5605
"12886","W6",2016-10-24,"AKPG","84-24-W",51.25,"PLT00070",19.29
"12887","W6",2016-10-24,"FC02","72-28-W",42.25,"PLT00053",22.722
"12888","W6",2016-10-24,"FC02","84-30-W",45.375,"PLT00070",241.9245
"12889","W6",2016-10-25,"AKPG","72-24-W",62.875,"PLT00070",213.9645
"12890","W6",2016-10-25,"AKPG","77-21-W",42.375,"PLT00070",85.292
"12891","W6",2016-10-25,"AKPG","77-24-W",37.75,"PLT00070",16.051
"12892","W6",2016-10-25,"AKPG","77-24-W",43.125,"PLT00070",42.122
"12893","W6",2016-10-25,"AKPG","77-24-W",51.25,"PLT00070",21.868
"12894","W6",2016-10-25,"AKPG","77-24-W",62.875,"PLT00070",312.7955
"12895","W6",2016-10-25,"AKPG","77-24-W",64.25,"PLT00070",285.17
"12896","W6",2016-10-25,"AKPG","84-24-W",46.625,"PLT00070",46.8525
"12897","W6",2016-10-25,"AKPG","84-24-W",51.25,"PLT00070",23.352
"12898","W6",2016-10-25,"FC02","84-30-W",45.375,"PLT00070",184.775
"12899","W6",2016-10-26,"AKPG","72-24-W",64.25,"PLT00070",47.7835
"12900","W6",2016-10-26,"AKPG","77-21-W",56.25,"PLT00068",42.087
"12901","W6",2016-10-26,"AKPG","77-24-W",43.125,"PLT00068",150.3105
"12902","W6",2016-10-26,"AKPG","77-24-W",64.25,"PLT00070",263.65
"12903","W6",2016-10-26,"AKPG","84-24-W",46.625,"PLT00070",23.5145
"12904","W6",2016-10-26,"AKPG","84-27-W",42.375,"PLT00070",45.2525
"12905","W6",2016-10-26,"FC02","72-28-W",42.25,"PLT00053",35.777
"12906","W6",2016-10-26,"FC02","84-30-W",45.375,"PLT00070",227.7415
"12907","W6",2016-10-27,"AKOS","72-21-W",50.875,"PLT00042",11.4345
"12908","W6",2016-10-27,"AKPG","72-24-W",64.25,"PLT00070",77.787
"12909","W6",2016-10-27,"AKPG","77-21-W",56.25,"PLT00068",213.8945
"12910","W6",2016-10-27,"AKPG","77-24-W",43.125,"PLT00068",106.104
"12911","W6",2016-10-27,"AKPG","77-24-W",51.25,"PLT00070",43.726
"12912","W6",2016-10-27,"AKPG","77-24-W",64.25,"PLT00070",307.1935
"12913","W6",2016-10-27,"FC02","72-28-W",42.25,"PLT00053",19.6715
"12914","W6",2016-10-27,"FC02","84-30-W",45.375,"PLT00070",264.65
"12915","W6",2016-10-27,"PKXX","72-26-W",37.75,"PLT00053",7.849
"12916","W6",2016-10-28,"AKPG","72-24-W",62.875,"PLT00070",17.2885
"12917","W6",2016-10-28,"AKPG","72-24-W",64.25,"PLT00070",80.813
"12918","W6",2016-10-28,"AKPG","77-21-W",56.25,"PLT00068",18.264
"12919","W6",2016-10-28,"AKPG","77-24-W",43.125,"PLT00068",84.882
"12920","W6",2016-10-28,"AKPG","77-24-W",51.25,"PLT00070",133.77
"12921","W6",2016-10-28,"AKPG","77-24-W",64.25,"PLT00070",283.614
"12922","W6",2016-10-28,"AKPG","81-24-W",42.875,"PLT00070",205.265
"12923","W6",2016-10-28,"AKPG","81-24-W",43.125,"PLT00070",131.922
"12924","W6",2016-10-28,"AKPG","81-24-W",47.5,"PLT00070",3.322
"12925","W6",2016-10-28,"AKPG","81-24-W",48.875,"PLT00070",86.0855
"12926","W6",2016-10-28,"AKPG","84-21-W",56.25,"PLT00068",111.221
"12927","W6",2016-10-28,"AKPG","84-27-W",40.875,"PLT00070",97.545
"12928","W6",2016-10-28,"FC02","72-28-W",42.25,"PLT00053",18.7945
"12929","W6",2016-10-28,"FC02","72-30-W",38.25,"PLT00053",40.987
"12930","W6",2016-10-28,"FC02","84-30-W",45.375,"PLT00070",185.0715
"12931","W6",2016-10-29,"AKOS","72-27-W",37.5,"PLT00042",20.5225
"12932","W6",2016-10-29,"AKPG","72-24-W",64.25,"PLT00070",141.7175
"12933","W6",2016-10-29,"AKPG","77-24-W",43.125,"PLT00068",56.07
"12934","W6",2016-10-29,"AKPG","84-24-W",43.125,"PLT00068",44.802
"12935","W6",2016-10-29,"FC02","72-28-W",42.25,"PLT00053",18.6025
"12936","W6",2016-10-29,"FC02","72-30-W",38.25,"PLT00053",28.7005
"12937","W6",2016-10-29,"FC02","72-30-W",48.75,"PLT00053",85.1905
"12938","W6",2016-10-29,"FC02","84-30-W",45.375,"PLT00070",3.3955
"12939","W6",2016-10-30,"AKOS","72-24-W",42.2441,"PLT00060",135.7655
"12940","W6",2016-10-30,"AKPG","72-24-W",54.5,"PLT00060",3.0565
"12941","W6",2016-10-30,"AKPG","72-24-W",62.875,"PLT00070",21.1725
"12942","W6",2016-10-30,"AKPG","72-24-W",64.25,"PLT00070",21.4375
"12943","W6",2016-10-30,"AKPG","81-24-W",48.875,"PLT00070",6.854
"12944","W6",2016-10-30,"AKPG","84-24-W",43.125,"PLT00068",22.2715
"12945","W6",2016-10-30,"AKPG","84-27-W",40.875,"PLT00070",26.796
"12946","W6",2016-10-30,"AKPG","84-27-W",42.375,"PLT00070",139.378
"12947","W6",2016-10-30,"AKPG","84-27-W",46.625,"PLT00070",68.6785
"12948","W6",2016-10-30,"AKPG","84-27-W",47.125,"PLT00070",24.041
"12949","W6",2016-10-30,"FC02","72-28-W",42.25,"PLT00053",17.7645
"12950","W6",2016-10-30,"FC02","72-30-W",38.25,"PLT00053",142.1485
"12951","W6",2016-10-30,"FC02","72-30-W",44.5,"PLT00042",77.7735
"12952","W6",2016-10-30,"FC02","84-30-W",45.375,"PLT00070",33.7305
"12953","W6",2016-10-31,"AKOS","72-24-W",48,"PLT00042",7.795
"12954","W6",2016-10-31,"AKOS","72-24-W",50.75,"PLT00042",13.7955
"12955","W6",2016-10-31,"AKOS","72-24-W",55.875,"PLT00042",14.7985
"12956","W6",2016-10-31,"AKOS","72-27-W",37.5,"PLT00042",4.0525
"12957","W6",2016-10-31,"AKPG","72-24-W",51.25,"PLT00042",5.321
"12958","W6",2016-10-31,"AKPG","72-24-W",62.875,"PLT00070",766.8625
"12959","W6",2016-10-31,"AKPG","72-24-W",64.25,"PLT00070",47.8165
"12960","W6",2016-10-31,"AKPG","84-24-W",43.125,"PLT00068",22.513
"12961","W6",2016-10-31,"FC02","72-28-W",42.25,"PLT00053",19.689
"12962","W6",2016-11-01,"AKOS","72-24-W",39.125,"PLT00042",50.7165
"12963","W6",2016-11-01,"AKOS","72-24-W",43,"PLT00042",114.77
"12964","W6",2016-11-01,"AKPG","72-24-W",43.125,"PLT00070",51.9765
"12965","W6",2016-11-01,"AKPG","72-24-W",51.25,"PLT00042",2.598
"12966","W6",2016-11-01,"AKPG","72-24-W",62.875,"PLT00070",125.2165
"12967","W6",2016-11-01,"AKPG","72-24-W",64.25,"PLT00070",10.429
"12968","W6",2016-11-01,"AKPG","77-24-W",43.125,"PLT00070",28.6175
"12969","W6",2016-11-01,"AKPG","77-24-W",51.25,"PLT00070",34.635
"12970","W6",2016-11-01,"AKPG","77-24-W",64.25,"PLT00070",435.923
"12971","W6",2016-11-01,"AKPG","84-24-W",43.125,"PLT00068",44.885
"12972","W6",2016-11-01,"FC02","84-30-W",45.375,"PLT00070",19.9925
"12973","W6",2016-11-02,"AKPG","77-21-W",42.5,"PLT00068",87.974
"12974","W6",2016-11-02,"AKPG","77-24-W",43.125,"PLT00070",5.222
"12975","W6",2016-11-02,"AKPG","77-24-W",47.625,"PLT00070",12.0155
"12976","W6",2016-11-02,"AKPG","77-24-W",51.25,"PLT00070",6.3395
"12977","W6",2016-11-02,"AKPG","77-24-W",64.25,"PLT00070",482.181
"12978","W6",2016-11-02,"AKPG","84-24-W",43.125,"PLT00068",42.6895
"12979","W6",2016-11-02,"AKPG","84-27-W",49.625,"PLT00070",84.9735
"12980","W6",2016-11-02,"FC02","72-28-W",42.25,"PLT00053",39.5125
"12981","W6",2016-11-02,"FC02","84-30-W",45.375,"PLT00070",161.4025
"12982","W6",2016-11-03,"AKOS","72-24-W",38.625,"PLT00041",20.555
"12983","W6",2016-11-03,"AKPG","84-24-W",43.125,"PLT00068",175.5355
"12984","W6",2016-11-03,"AKPG","84-27-W",44,"PLT00070",19.437
"12985","W6",2016-11-03,"AKPG","84-27-W",49.625,"PLT00070",109.1995
"12986","W6",2016-11-03,"FC02","72-28-W",42.25,"PLT00053",60.9775
"12987","W6",2016-11-03,"FC02","84-30-W",45.375,"PLT00070",224.858
"12988","W6",2016-11-04,"AKPG","77-21-W",38.125,"PLT00068",22.461
"12989","W6",2016-11-04,"AKPG","77-21-W",42.5,"PLT00068",21.9855
"12990","W6",2016-11-04,"AKPG","77-24-W",42.875,"PLT00070",64.41
"12991","W6",2016-11-04,"AKPG","77-24-W",54.5,"PLT00070",10.5605
"12992","W6",2016-11-04,"AKPG","77-24-W",62.875,"PLT00070",40.7785
"12993","W6",2016-11-04,"AKPG","77-24-W",64.25,"PLT00070",12.044
"12994","W6",2016-11-04,"AKPG","81-27-W",42.375,"PLT00070",11.746
"12995","W6",2016-11-04,"AKPG","84-21-W",46,"PLT00070",129.051
"12996","W6",2016-11-04,"FC02","84-30-W",45.375,"PLT00070",221.8845
"12997","W6",2016-11-04,"PKXX","72-26-W",37.75,"PLT00053",39.743
"12998","W6",2016-11-04,"PKXX","72-26-W",45,"PLT00053",22.622
"12999","W6",2016-11-05,"AKOS","72-21-W",33.375,"PLT00055",5.733
"13000","W6",2016-11-05,"AKOS","72-21-W",39.375,"PLT00055",14.2125
"13001","W6",2016-11-05,"AKOS","72-21-W",43.875,"PLT00053",14.627
"13002","W6",2016-11-05,"AKOS","72-21-W",48,"PLT00042",8.061
"13003","W6",2016-11-05,"AKOS","72-21-W",53.625,"PLT00042",12.605
"13004","W6",2016-11-05,"AKPG","77-21-W",29.625,"PLT00070",50.5415
"13005","W6",2016-11-05,"AKPG","77-21-W",38.125,"PLT00068",66.427
"13006","W6",2016-11-05,"AKPG","77-21-W",42.375,"PLT00070",42.8
"13007","W6",2016-11-05,"AKPG","77-21-W",46,"PLT00070",124.3075
"13008","W6",2016-11-05,"AKPG","77-24-W",42.875,"PLT00070",65.6145
"13009","W6",2016-11-05,"AKPG","77-24-W",54.5,"PLT00070",151.3435
"13010","W6",2016-11-05,"AKPG","77-24-W",62.875,"PLT00070",530.5045
"13011","W6",2016-11-05,"AKPG","84-21-W",45.5,"PLT00070",10.641
"13012","W6",2016-11-05,"AKPG","84-21-W",46,"PLT00070",32.5185
"13013","W6",2016-11-05,"FC02","84-30-W",45.375,"PLT00070",193.057
"13014","W6",2016-11-05,"PKXX","72-26-W",37.75,"PLT00053",4.1795
"13015","W6",2016-11-05,"PKXX","72-26-W",45,"PLT00053",2.501
"13016","W6",2016-11-06,"AKOS","72-21-W",32.75,"PLT00042",5.534
"13017","W6",2016-11-06,"AKOS","72-21-W",33.375,"PLT00055",17.0585
"13018","W6",2016-11-06,"AKOS","72-21-W",39.375,"PLT00055",2.288
"13019","W6",2016-11-06,"AKOS","72-24-W",45.75,"PLT00042",15.131
"13020","W6",2016-11-06,"AKOS","72-24-W",55.375,"PLT00042",2.941
"13021","W6",2016-11-06,"AKOS","72-24-W",55.875,"PLT00042",14.9985
"13022","W6",2016-11-06,"AKPG","77-21-W",29.625,"PLT00070",15.1725
"13023","W6",2016-11-06,"AKPG","77-21-W",46,"PLT00070",117.5775
"13024","W6",2016-11-06,"AKPG","77-24-W",54.5,"PLT00070",16.953
"13025","W6",2016-11-06,"AKPG","77-24-W",62.875,"PLT00070",27.6795
"13026","W6",2016-11-06,"AKPG","84-21-W",45.5,"PLT00070",160.6135
"13027","W6",2016-11-06,"AKPG","84-21-W",46,"PLT00070",160.0435
"13028","W6",2016-11-06,"AKPG","84-24-W",42.875,"PLT00070",91.04
"13029","W6",2016-11-06,"PKXX","72-26-W",40.5,"PLT00042",8.8475
"13030","W6",2016-11-06,"PKXX","72-28-W",54.7638,"PLT00EUR",6.0795
"13031","W6",2016-11-06,"PKXX","72-28-W",58.2283,"PLT00EUR",3.1895
"13032","W6",2016-11-06,"PKXX","72-28-W",58.7402,"PLT00EUR",3.193
"13033","W6",2016-11-07,"AKOS","72-21-W",48,"PLT00042",7.9065
"13034","W6",2016-11-07,"AKOS","72-24-W",43,"PLT00042",267.1485
"13035","W6",2016-11-07,"AKOS","72-24-W",45.75,"PLT00042",10.072
"13036","W6",2016-11-07,"AKOS","72-24-W",45.875,"PLT00053",12.1195
"13037","W6",2016-11-07,"AKOS","72-24-W",46.375,"PLT00053",27.235
"13038","W6",2016-11-07,"AKOS","72-24-W",55.375,"PLT00042",52.3915
"13039","W6",2016-11-07,"AKOS","72-24-W",55.875,"PLT00042",8.8675
"13040","W6",2016-11-07,"AKPG","72-24-W",62.875,"PLT00070",50.5635
"13041","W6",2016-11-07,"AKPG","77-24-W",54.5,"PLT00070",23.0365
"13042","W6",2016-11-07,"AKPG","77-24-W",64.25,"PLT00070",42.812
"13043","W6",2016-11-07,"AKPG","81-24-W",52.875,"PLT00070",95.161
"13044","W6",2016-11-07,"FC02","72-28-W",42.25,"PLT00053",6.7455
"13045","W6",2016-11-08,"AKPG","77-24-W",31,"PLT00070",21.393
"13046","W6",2016-11-08,"AKPG","77-24-W",43.125,"PLT00070",76.8325
"13047","W6",2016-11-08,"AKPG","77-24-W",51.25,"PLT00070",101.044
"13048","W6",2016-11-08,"AKPG","77-24-W",54.5,"PLT00070",218.3555
"13049","W6",2016-11-08,"AKPG","77-24-W",62.875,"PLT00070",303.645
"13050","W6",2016-11-08,"AKPG","77-24-W",64.25,"PLT00070",486.55
"13051","W6",2016-11-08,"AKPG","84-27-W",47.125,"PLT00070",21.323
"13052","W6",2016-11-08,"FC02","84-30-W",45.375,"PLT00070",78.4965
"13053","W6",2016-11-09,"AKOS","72-24-W",42.875,"PLT00053",52.36
"13054","W6",2016-11-09,"AKOS","72-24-W",46.375,"PLT00053",9.9165
"13055","W6",2016-11-09,"AKOS","72-24-W",55.375,"PLT00042",5.868
"13056","W6",2016-11-09,"AKOS","72-27-W",37.75,"PLT00006",80.675
"13057","W6",2016-11-09,"AKOS","72-27-W",42.125,"PLT00042",8.945
"13058","W6",2016-11-09,"AKOS","72-27-W",45.625,"PLT00042",56.1605
"13059","W6",2016-11-09,"AKPG","77-21-W",38.125,"PLT00068",111.5285
"13060","W6",2016-11-09,"AKPG","77-24-W",31,"PLT00070",67.517
"13061","W6",2016-11-09,"AKPG","77-24-W",43.125,"PLT00070",69.202
"13062","W6",2016-11-09,"AKPG","77-24-W",54.5,"PLT00070",105.0515
"13063","W6",2016-11-09,"AKPG","77-24-W",62.875,"PLT00070",266.4625
"13064","W6",2016-11-09,"AKPG","77-24-W",64.25,"PLT00070",73.0555
"13065","W6",2016-11-09,"AKPG","81-24-W",47.5,"PLT00068",40.461
"13066","W6",2016-11-09,"AKPG","84-21-W",46,"PLT00070",7.3075
"13067","W6",2016-11-09,"AKPG","84-27-W",47.125,"PLT00070",20.9445
"13068","W6",2016-11-09,"FC02","84-30-W",45.375,"PLT00070",39.36
"13069","W6",2016-11-09,"PKXX","72-28-W",71.25,"PLT00060",21.7215
"13070","W6",2016-11-10,"AKOS","72-24-W",42.875,"PLT00053",85.928
"13071","W6",2016-11-10,"AKOS","72-24-W",48,"PLT00042",5.412
"13072","W6",2016-11-10,"AKPG","77-21-W",38.125,"PLT00068",43.9835
"13073","W6",2016-11-10,"AKPG","77-24-W",47.5,"PLT00068",102.3005
"13074","W6",2016-11-10,"AKPG","81-24-W",47.5,"PLT00068",79.613
"13075","W6",2016-11-10,"AKPG","84-24-W",39.375,"PLT00068",40.6855
"13076","W6",2016-11-10,"AKPG","84-27-W",42.375,"PLT00070",184.5695
"13077","W6",2016-11-10,"AKPG","84-27-W",47.125,"PLT00070",40.588
"13078","W6",2016-11-10,"FC02","84-30-W",45.375,"PLT00070",220.297
"13079","W6",2016-11-10,"PKXX","72-28-W",54.7638,"PLT00EUR",11.8445
"13080","W6",2016-11-10,"PKXX","72-28-W",71.25,"PLT00060",43.549
"13081","W6",2016-11-11,"AKOS","72-24-W",42.875,"PLT00053",21.315
"13082","W6",2016-11-11,"AKOS","72-27-W",37.75,"PLT00006",19.9255
"13083","W6",2016-11-11,"AKPG","72-27-W",42.375,"PLT00070",67.622
"13084","W6",2016-11-11,"AKPG","77-21-W",38.125,"PLT00068",22.176
"13085","W6",2016-11-11,"AKPG","77-21-W",42.5,"PLT00068",108.813
"13086","W6",2016-11-11,"AKPG","84-21-W",38.125,"PLT00068",41.1375
"13087","W6",2016-11-11,"AKPG","84-27-W",42.375,"PLT00070",113.0525
"13088","W6",2016-11-11,"FC02","84-30-W",45.375,"PLT00070",173.743
"13089","W6",2016-11-12,"AKOS","72-24-W",39.125,"PLT00042",37.2365
"13090","W6",2016-11-12,"AKOS","72-24-W",42.875,"PLT00053",21.195
"13091","W6",2016-11-12,"AKOS","72-24-W",43,"PLT00042",18.4245
"13092","W6",2016-11-12,"AKPG","72-24-W",51.25,"PLT00042",2.5715
"13093","W6",2016-11-12,"AKPG","72-24-W",64.25,"PLT00070",37.899
"13094","W6",2016-11-12,"AKPG","77-24-W",42.875,"PLT00070",85.1245
"13095","W6",2016-11-12,"AKPG","77-24-W",44.375,"PLT00070",67.5355
"13096","W6",2016-11-12,"AKPG","77-24-W",54.5,"PLT00070",82.71
"13097","W6",2016-11-12,"AKPG","77-24-W",62.875,"PLT00070",183.297
"13098","W6",2016-11-12,"AKPG","77-24-W",64.25,"PLT00070",59.347
"13099","W6",2016-11-12,"AKPG","84-21-W",38.125,"PLT00068",48.4245
"13100","W6",2016-11-12,"AKPG","84-24-W",44.375,"PLT00070",70.416
"13101","W6",2016-11-12,"AKPG","84-27-W",42.375,"PLT00070",21.966
"13102","W6",2016-11-12,"FC02","72-28-W",42.25,"PLT00053",65.6185
"13103","W6",2016-11-12,"FC02","84-30-W",45.375,"PLT00070",97.1435
"13104","W6",2016-11-13,"AKPG","72-27-W",42.375,"PLT00070",54.6025
"13105","W6",2016-11-13,"AKPG","77-21-W",45.5,"PLT00042",5.6375
"13106","W6",2016-11-13,"AKPG","77-24-W",42.875,"PLT00070",170.381
"13107","W6",2016-11-13,"AKPG","77-24-W",44.375,"PLT00070",122.315
"13108","W6",2016-11-13,"AKPG","77-24-W",46.625,"PLT00070",129.8125
"13109","W6",2016-11-13,"AKPG","77-24-W",51.25,"PLT00070",136.439
"13110","W6",2016-11-13,"AKPG","77-24-W",54.5,"PLT00070",150.2255
"13111","W6",2016-11-13,"AKPG","77-24-W",62.875,"PLT00070",350.4255
"13112","W6",2016-11-13,"AKPG","77-24-W",64.25,"PLT00070",413.715
"13113","W6",2016-11-13,"FC02","84-30-W",45.375,"PLT00070",16.3405
"13114","W6",2016-11-13,"PKXX","72-28-W",53.8189,"PLT00EUR",2.8715
"13115","W6",2016-11-13,"PKXX","72-28-W",69.4882,"PLT00EUR",3.7215
"13116","W6",2016-11-14,"AKOS","72-24-W",49,"PLT00053",62.844
"13117","W6",2016-11-14,"AKPG","72-24-W",64.25,"PLT00070",83.1275
"13118","W6",2016-11-14,"AKPG","77-24-W",42.875,"PLT00070",63.989
"13119","W6",2016-11-14,"AKPG","77-24-W",44.375,"PLT00070",5.602
"13120","W6",2016-11-14,"AKPG","77-24-W",46.625,"PLT00070",8.6685
"13121","W6",2016-11-14,"AKPG","77-24-W",51.25,"PLT00070",12.6625
"13122","W6",2016-11-14,"AKPG","77-24-W",54.5,"PLT00070",10.2825
"13123","W6",2016-11-14,"AKPG","77-24-W",62.875,"PLT00070",11.892
"13124","W6",2016-11-14,"AKPG","77-24-W",64.25,"PLT00070",246.469
"13125","W6",2016-11-14,"AKPG","81-24-W",43.125,"PLT00070",6.021
"13126","W6",2016-11-14,"AKPG","81-24-W",54.5,"PLT00070",71.6945
"13127","W6",2016-11-14,"AKPG","81-27-W",42.375,"PLT00070",161.4075
"13128","W6",2016-11-14,"AKPG","84-27-W",42.375,"PLT00070",57.373
"13129","W6",2016-11-14,"AKPG","84-27-W",45.75,"PLT00070",20.823
"13130","W6",2016-11-15,"AKPG","72-24-W",62.875,"PLT00070",49.8375
"13131","W6",2016-11-15,"AKPG","72-24-W",64.25,"PLT00070",706.616
"13132","W6",2016-11-15,"AKPG","72-27-W",42.375,"PLT00070",18.2275
"13133","W6",2016-11-15,"AKPG","77-24-W",42.875,"PLT00070",21.456
"13134","W6",2016-11-15,"AKPG","81-27-W",42.375,"PLT00070",20.569
"13135","W6",2016-11-15,"FC02","84-30-W",45.375,"PLT00070",39.3165
"13136","W6",2016-11-16,"AKOS","72-24-W",49,"PLT00053",42.238
"13137","W6",2016-11-16,"AKPG","72-24-W",62.875,"PLT00070",212.748
"13138","W6",2016-11-16,"AKPG","72-24-W",64.25,"PLT00070",199.907
"13139","W6",2016-11-16,"AKPG","81-27-W",42.375,"PLT00070",37.4265
"13140","W6",2016-11-16,"AKPG","84-27-W",42.375,"PLT00070",137.524
"13141","W6",2016-11-16,"AKPG","84-27-W",49.625,"PLT00070",28.3975
"13142","W6",2016-11-16,"FC02","72-30-W",48.75,"PLT00053",21.304
"13143","W6",2016-11-16,"FC02","84-30-W",45.375,"PLT00070",139.5795
"13144","W6",2016-11-16,"PKXX","72-28-W",36.5,"PLT00060",7.838
"13145","W6",2016-11-16,"PKXX","72-28-W",39.75,"PLT00060",8.6395
"13146","W6",2016-11-17,"AKOS","72-24-W",46.375,"PLT00053",2.392
"13147","W6",2016-11-17,"AKOS","72-24-W",49,"PLT00053",15.696
"13148","W6",2016-11-17,"AKPG","72-24-W",62.875,"PLT00070",6.713
"13149","W6",2016-11-17,"AKPG","77-21-W",42.375,"PLT00042",16.2505
"13150","W6",2016-11-17,"AKPG","84-21-W",37,"PLT00070",115.017
"13151","W6",2016-11-17,"AKPG","84-21-W",45.5,"PLT00070",69.924
"13152","W6",2016-11-17,"AKPG","84-21-W",46,"PLT00070",222.3395
"13153","W6",2016-11-17,"AKPG","84-24-W",39.375,"PLT00068",5.8255
"13154","W6",2016-11-17,"AKPG","84-27-W",42.375,"PLT00070",6.0575
"13155","W6",2016-11-17,"AKPG","84-27-W",49.625,"PLT00070",3.5075
"13156","W6",2016-11-17,"FC02","72-30-W",38.25,"PLT00053",12.421
"13157","W6",2016-11-17,"FC02","72-30-W",48.75,"PLT00053",42.763
"13158","W6",2016-11-17,"FC02","84-30-W",45.375,"PLT00070",238.083
"13159","W6",2016-11-17,"PKXX","72-26-W",36.875,"PLT00053",2.018
"13160","W6",2016-11-18,"AKOS","72-24-W",38.625,"PLT00041",8.3085
"13161","W6",2016-11-18,"AKOS","72-24-W",39.125,"PLT00042",70.3915
"13162","W6",2016-11-18,"AKOS","72-24-W",42.875,"PLT00053",4.5425
"13163","W6",2016-11-18,"AKOS","72-24-W",43,"PLT00042",72.598
"13164","W6",2016-11-18,"AKPG","72-24-W",62.875,"PLT00070",499.017
"13165","W6",2016-11-18,"AKPG","72-24-W",64.25,"PLT00070",125.0535
"13166","W6",2016-11-18,"AKPG","81-24-W",46.625,"PLT00070",12.812
"13167","W6",2016-11-18,"AKPG","84-21-W",45.5,"PLT00070",3.467
"13168","W6",2016-11-18,"AKPG","84-21-W",46,"PLT00070",10.5165
"13169","W6",2016-11-18,"FC02","72-30-W",44.5,"PLT00042",33.6055
"13170","W6",2016-11-18,"FC02","72-30-W",48.75,"PLT00053",42.124
"13171","W6",2016-11-18,"FC02","84-30-W",45.375,"PLT00070",215.1695
"13172","W6",2016-11-18,"PKXX","72-26-W",32,"PLT00060",21.3665
"13173","W6",2016-11-19,"AKOS","72-21-W",32.75,"PLT00042",9.245
"13174","W6",2016-11-19,"AKOS","72-24-W",32.75,"PLT00041",12.152
"13175","W6",2016-11-19,"AKOS","72-24-W",32.875,"PLT00055",18.995
"13176","W6",2016-11-19,"AKOS","72-24-W",38.625,"PLT00041",8.208
"13177","W6",2016-11-19,"AKOS","72-24-W",42.875,"PLT00053",2.293
"13178","W6",2016-11-19,"AKOS","72-24-W",43,"PLT00042",91.3655
"13179","W6",2016-11-19,"AKOS","72-24-W",46.375,"PLT00053",42.136
"13180","W6",2016-11-19,"AKOS","72-24-W",46.875,"PLT00042",9.912
"13181","W6",2016-11-19,"AKOS","72-24-W",48,"PLT00042",1.822
"13182","W6",2016-11-19,"AKOS","72-24-W",55.875,"PLT00042",26.645
"13183","W6",2016-11-19,"AKOS","77-21-W",61,"PLT00068",15.701
"13184","W6",2016-11-19,"AKPG","72-24-W",64.25,"PLT00070",122.504
"13185","W6",2016-11-19,"AKPG","77-24-W",42.875,"PLT00070",96.959
"13186","W6",2016-11-19,"AKPG","77-24-W",54.5,"PLT00070",143.712
"13187","W6",2016-11-19,"AKPG","77-24-W",64.25,"PLT00070",617.445
"13188","W6",2016-11-19,"FC02","72-30-W",48.75,"PLT00053",31.475
"13189","W6",2016-11-19,"FC02","84-30-W",45.375,"PLT00070",137.5375
"13190","W6",2016-11-20,"AKOS","72-24-W",32.875,"PLT00055",1.746
"13191","W6",2016-11-20,"AKOS","72-24-W",43,"PLT00042",20.647
"13192","W6",2016-11-20,"AKOS","72-24-W",52.375,"PLT00055",16.847
"13193","W6",2016-11-20,"AKOS","77-21-W",61,"PLT00068",15.904
"13194","W6",2016-11-20,"AKPG","77-24-W",42.875,"PLT00070",21.2435
"13195","W6",2016-11-20,"AKPG","77-24-W",47.625,"PLT00070",2.8875
"13196","W6",2016-11-20,"AKPG","77-24-W",54.5,"PLT00070",30.3735
"13197","W6",2016-11-20,"AKPG","77-24-W",62.875,"PLT00070",145.4155
"13198","W6",2016-11-20,"AKPG","77-24-W",64.25,"PLT00070",151.214
"13199","W6",2016-11-20,"AKPG","84-24-W",43.125,"PLT00068",110.879
"13200","W6",2016-11-20,"AKPG","84-27-W",40.875,"PLT00070",8.266
"13201","W6",2016-11-20,"AKPG","84-27-W",42.375,"PLT00070",54.0365
"13202","W6",2016-11-20,"AKPG","84-27-W",47.125,"PLT00070",6.822
"13203","W6",2016-11-20,"AKPG","84-27-W",49.625,"PLT00070",10.0355
"13204","W6",2016-11-20,"FC02","72-30-W",44.5,"PLT00042",2.4045
"13205","W6",2016-11-20,"FC02","72-30-W",48.75,"PLT00053",42.5445
"13206","W6",2016-11-20,"FC02","84-30-W",45.375,"PLT00070",186.697
"13207","W6",2016-11-20,"PKXX","72-30-W",21.5,"PLT00060",15.8315
"13208","W6",2016-11-20,"PKXX","72-30-W",25.5,"PLT00060",5.632
"13209","W6",2016-11-21,"AKOS","72-21-W",50.875,"PLT00042",2.879
"13210","W6",2016-11-21,"AKOS","72-24-W",49,"PLT00042",5.219
